# ALPHA = 0.05
# NUMBER_OF_TESTS = 9

# _SET1_  VARIABLE = Endo (set)
# _SET1_  NGENES = 4272
# _SET1_  P-VALUE = 0.00228005
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM     N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET1_   ENSG00000162461     1   16062900   16067891      3       1  5956       1.2732     0.098739             0       1.2732
_SET1_   ENSG00000116809     1   16268364   16302627     45       9  5522     -0.22326      0.57913             0     -0.22326
_SET1_   ENSG00000037637     1   16573334   16678949    171       6  5761     -0.32336       0.6094             0     -0.32336
_SET1_   ENSG00000226029     1   16787443   16794976     10       1  6070     0.014526      0.47793    8.6736e-18     0.014526
_SET1_   ENSG00000226526     1   17305421   17331586     26       4  5952     -0.66333      0.73085             0     -0.66333
_SET1_   ENSG00000159363     1   17312453   17338423     27       4  5959     -0.54676      0.69056             0     -0.54676
_SET1_   ENSG00000117118     1   17345217   17380665     74       5  5568     -0.11324      0.52829    1.3878e-17     -0.11324
_SET1_   ENSG00000179051     1   17733256   17766220     48       5  5706       1.1126      0.12472             0       1.1126
_SET1_   ENSG00000117154     1   18434240   18704977    259      36  5745      -0.5696      0.69335             0      -0.5696
_SET1_   ENSG00000169991     1   19230775   19283180     77      10  5777      -1.0651      0.84742             0      -1.0651
_SET1_   ENSG00000053372     1   19578033   19586622     34       4  5564     -0.12549      0.54429             0     -0.12549
_SET1_   ENSG00000040487     1   19638820   19655794     49       5  5843     -0.28281      0.59423             0     -0.28281
_SET1_   ENSG00000158747     1   19923473   19984949     93      13  5773       1.4269     0.071682             0       1.4269
_SET1_   ENSG00000169914     1   20209006   20239438     35       4  5488      -1.1367      0.86716             0      -1.1367
_SET1_   ENSG00000117298     1   21543740   21671997     97      16  5760     -0.25582      0.58247             0     -0.25582
_SET1_   ENSG00000076864     1   21922708   21995856     43       9  5464      -1.0554      0.84771             0      -1.0554
_SET1_   ENSG00000133216     1   23037332   23247993    141      22  5618      -1.7393      0.95392             0      -1.7393
_SET1_   ENSG00000249087     1   23695490   23698332      2       1  5611       1.2617      0.10684             0       1.2617
_SET1_   ENSG00000117318     1   23884409   23886285      2       1  5744     -0.80228      0.78752             0     -0.80228
_SET1_   ENSG00000011009     1   24117460   24122029      2       1  5659     -0.19008      0.59203             0     -0.19008
_SET1_   ENSG00000117305     1   24128375   24165110     36       2  6020       -1.444       0.9187             0       -1.444
_SET1_   ENSG00000185436     1   24480647   24514449     48       6  5784        1.553     0.054963             0        1.553
_SET1_   ENSG00000001460     1   24683489   24743424    117       9  5861      0.57452      0.26574             0      0.57452
_SET1_   ENSG00000001461     1   24742284   24799466    125       9  5848     -0.51577      0.67858             0     -0.51577
_SET1_   ENSG00000183726     1   25664408   25688852     11       1  5812      -1.8933      0.96847             0      -1.8933
_SET1_   ENSG00000157978     1   25870071   25895377     17       1  5996      -1.2757      0.89058             0      -1.2757
_SET1_   ENSG00000117632     1   26210672   26233482     14       2  5740      -1.1271      0.86179             0      -1.1271
_SET1_   ENSG00000158008     1   26346375   26362955     13       2  5719      0.92305       0.1753             0      0.92305
_SET1_   ENSG00000142675     1   26503894   26516377     15       3  5939       1.0132      0.14987             0       1.0132
_SET1_   ENSG00000158062     1   26607819   26644854    116       8  5693       0.6174      0.25907             0       0.6174
_SET1_   ENSG00000117676     1   26856252   26901521     62       6  5743     -0.53447      0.69157             0     -0.53447
_SET1_   ENSG00000198746     1   27216979   27226957      5       2  5470      0.25709      0.40241             0      0.25709
_SET1_   ENSG00000142784     1   27561007   27635124     56       5  5402      -1.1657       0.8787             0      -1.1657
_SET1_   ENSG00000126698     1   28525967   28559536     32       2  6012      0.78423      0.20441             0      0.78423
_SET1_   ENSG00000130766     1   28586038   28609002     13       2  5602      -1.0418      0.84457             0      -1.0418
_SET1_   ENSG00000180198     1   28832455   28865812     51       4  5397     -0.36709      0.64042             0     -0.36709
_SET1_   ENSG00000180098     1   28879597   28905057     24       2  5734      0.22936      0.39962             0      0.22936
_SET1_   ENSG00000159023     1   29213603   29446558    297      13  5562       -1.079      0.85211             0       -1.079
_SET1_   ENSG00000121753     1   32192718   32230494     11       2  5837      -1.9822      0.97593             0      -1.9822
_SET1_   ENSG00000203325     1   32517892   32539075      1       1  5055      0.43397        0.353             0      0.43397
_SET1_   ENSG00000121775     1   32537632   32568467     22       1  5054      0.60639      0.28902             0      0.60639
_SET1_   ENSG00000160055     1   32680073   32687960      5       1  5046       0.9202      0.19228             0       0.9202
_SET1_   ENSG00000176261     1   33065773   33116504      6       2  5409     -0.92093      0.81752             0     -0.92093
_SET1_   ENSG00000162522     1   33207486   33240571     16       3  5547     -0.43548      0.66145             0     -0.43548
_SET1_   ENSG00000116514     1   33402046   33430286     40       4  5770      -1.7335       0.9562             0      -1.7335
_SET1_   ENSG00000004455     1   33473541   33546597     47       1  5656      -1.2661      0.89405             0      -1.2661
_SET1_   ENSG00000142920     1   33546705   33586131      7       2  5089    -0.031603      0.50788    6.9389e-18    -0.031603
_SET1_   ENSG00000121903     1   33938246   33962107     35       3  5903      0.52069       0.2885             0      0.52069
_SET1_   ENSG00000121904     1   33979599   34631443    714      68  5745      -0.6264      0.70913             0      -0.6264
_SET1_   ENSG00000116544     1   35331037   35395186      9       2  5590      -1.4955      0.93028             0      -1.4955
_SET1_   ENSG00000142686     1   36179476   36185073      3       1  5307     -0.55378      0.72122             0     -0.55378
_SET1_   ENSG00000134698     1   36273773   36323491     29       3  5112     -0.13772      0.56257             0     -0.13772
_SET1_   ENSG00000116871     1   36621180   36646450      9       1  5941     -0.70874      0.75091             0     -0.70874
_SET1_   ENSG00000142694     1   36787632   36789755      2       1  6082     -0.33228      0.61396             0     -0.33228
_SET1_   ENSG00000196182     1   36805225   36851497      1       1  5652      -1.7753       0.9619             0      -1.7753
_SET1_   ENSG00000163873     1   37261128   37499730    148      11  5752     -0.42644      0.65219             0     -0.42644
_SET1_   ENSG00000163879     1   38022520   38032458     17       3  5688      0.24298      0.40149             0      0.24298
_SET1_   ENSG00000116922     1   38147242   38157921     13       2  5432       1.2245      0.10576             0       1.2245
_SET1_   ENSG00000183317     1   38179552   38230805    137      13  5747      0.53372      0.27977             0      0.53372
_SET1_   ENSG00000185090     1   38259474   38266809      4       2  5665     -0.58061      0.71243             0     -0.58061
_SET1_   ENSG00000116954     1   39303870   39325495      4       1  5354       -1.823      0.96521             0       -1.823
_SET1_   ENSG00000228436     1   39325672   39385068     83       4  5898      -2.2739      0.98687             0      -2.2739
_SET1_   ENSG00000168653     1   39491990   39500308     27       3  5801      0.77743      0.21278             0      0.77743
_SET1_   ENSG00000163909     1   40089825   40105617      8       2  5679      -1.0154      0.84178             0      -1.0154
_SET1_   ENSG00000116983     1   40144320   40157361     38       4  5926     -0.55703      0.69565             0     -0.55703
_SET1_   ENSG00000043514     1   40306694   40349183     48       4  5872        0.483      0.30032             0        0.483
_SET1_   ENSG00000084070     1   40810522   40888998     93      11  5878     -0.33199      0.61243             0     -0.33199
_SET1_   ENSG00000187801     1   40915774   40929390     13       3  5359      0.79284      0.21398             0      0.79284
_SET1_   ENSG00000117016     1   41086351   41131329     78       8  5905     -0.77765      0.76743             0     -0.77765
_SET1_   ENSG00000272145     1   41156052   41157738      1       1  5890       1.2881       0.0951             0       1.2881
_SET1_   ENSG00000127124     1   41972036   42501596    598      33  5830     -0.67727      0.72637             0     -0.67727
_SET1_   ENSG00000066185     1   42896000   42921938     74       6  5807     0.063842      0.45786    1.3878e-17     0.063842
_SET1_   ENSG00000186409     1   42929001   43120335    440      13  5875     -0.21638      0.56334             0     -0.21638
_SET1_   ENSG00000227533     1   43424720   43449029     43       5  5743      0.25078      0.38996             0      0.25078
_SET1_   ENSG00000117395     1   43629846   43736607    193      13  5367     -0.32161      0.61469             0     -0.32161
_SET1_   ENSG00000159479     1   43849588   43855479      1       1  4860     -0.86083       0.8283             0     -0.86083
_SET1_   ENSG00000237950     1   44410042   44412223      1       1  6064      0.40357       0.3356             0      0.40357
_SET1_   ENSG00000132768     1   44435672   44439041      3       1  5869      0.58452      0.27826             0      0.58452
_SET1_   ENSG00000117411     1   44444615   44456842      5       2  5526      0.17962       0.4386             0      0.17962
_SET1_   ENSG00000230615     1   44496115   44581585    175      12  5689      0.71185      0.22357             0      0.71185
_SET1_   ENSG00000126106     1   45100910   45140227     53       3  5445      0.39622      0.33495             0      0.39622
_SET1_   ENSG00000198520     1   45140364   45191263      7       2  5830      0.75172      0.21675             0      0.75172
_SET1_   ENSG00000173846     1   45265897   45271662      7       2  5786       1.4612     0.071581             0       1.4612
_SET1_   ENSG00000222009     1   45274154   45281257      8       2  5675       0.4899      0.31201             0       0.4899
_SET1_   ENSG00000070785     1   45316194   45452394    271       7  5890      0.87581      0.17939             0      0.87581
_SET1_   ENSG00000126107     1   45468212   45477001     12       1  6094      0.25584      0.38948             0      0.25584
_SET1_   ENSG00000132781     1   45794835   45806142      5       2  5341      0.47455      0.32266             0      0.47455
_SET1_   ENSG00000132763     1   45965725   45979054     19       3  5939     -0.12433      0.53392    1.3878e-17     -0.12433
_SET1_   ENSG00000117450     1   45976708   45988719     32       3  6054    -0.097243      0.51971    1.3878e-17    -0.097243
_SET1_   ENSG00000117448     1   46016215   46035721     25       3  5768     -0.78782      0.77143             0     -0.78782
_SET1_   ENSG00000132780     1   46049518   46084576     35       3  5998      0.52902      0.28443             0      0.52902
_SET1_   ENSG00000159596     1   46152886   46160115     11       1  5908      0.91145      0.17397             0      0.91145
_SET1_   ENSG00000132128     1   46726868   46769280     18       4  5903      0.85103       0.1887             0      0.85103
_SET1_   ENSG00000117481     1   46805849   46830824    165       2  6133     -0.31641      0.60516             0     -0.31641
_SET1_   ENSG00000117480     1   46859937   46879520     21       4  6106     -0.61911       0.7152             0     -0.61911
_SET1_   ENSG00000123472     1   47098409   47139539     59       2  5983      0.94894      0.16068             0      0.94894
_SET1_   ENSG00000123473     1   47715811   47779819    127       6  6010       1.3109     0.085512             0       1.3109
_SET1_   ENSG00000162374     1   50513686   50669458     87       9  5771      0.26803      0.37915             0      0.26803
_SET1_   ENSG00000203356     1   51660767   51700768      5       1  5292      0.16056      0.46447             0      0.16056
_SET1_   ENSG00000162378     1   53192139   53293014    111       3  5967      -1.7281      0.95272             0      -1.7281
_SET1_   ENSG00000121310     1   53361582   53392884     14       1  5194     -0.84164      0.79362             0     -0.84164
_SET1_   ENSG00000174332     1   53971910   54203779    233      17  5832     -0.96569      0.81888             0     -0.96569
_SET1_   ENSG00000058799     1   54317392   54355507     63       3  5594        2.166     0.013698             0        2.166
_SET1_   ENSG00000116221     1   54649714   54691137     16       5  5381       1.1873      0.11246             0       1.1873
_SET1_   ENSG00000237352     1   59399315   59706227    366      33  5900      0.17019      0.40314             0      0.17019
_SET1_   ENSG00000235545     1   63154153   63176365     13       1  5877     -0.94563      0.82158             0     -0.94563
_SET1_   ENSG00000116675     1   65713902   65881552    297      16  5850        1.238     0.096609             0        1.238
_SET1_   ENSG00000229294     1   65745139   65772204     59       6  5845       1.5597     0.053977             0       1.5597
_SET1_   ENSG00000116678     1   65886335   66107242    433      17  5881   -0.0074265      0.47717    8.6736e-18   -0.0074265
_SET1_   ENSG00000248458     1   67131547   67142710     14       3  5864    -0.024826      0.49617    6.9389e-18    -0.024826
_SET1_   ENSG00000152763     1   67278568   67390570    102      10  5744       1.3819     0.076998             0       1.3819
_SET1_   ENSG00000116704     1   67465015   67519782    104       7  5717       2.1395     0.014804             0       2.1395
_SET1_   ENSG00000197568     1   70820488   70851022     42       4  5880    -0.068249      0.51577    1.3878e-17    -0.068249
_SET1_   ENSG00000116761     1   70876901   70905534     46       9  5548      -0.4674      0.67032             0      -0.4674
_SET1_   ENSG00000225087     1   73214604   73364823    135       7  6000      0.54334      0.27113             0      0.54334
_SET1_   ENSG00000162620     1   74491699   74663871    203       9  5532      -2.0459      0.97733             0      -2.0459
_SET1_   ENSG00000178965     1   75033795   75139422     48       4  5514      0.71502      0.22898             0      0.71502
_SET1_   ENSG00000162623     1   75198836   75232362     65       6  5598     -0.52337      0.68707             0     -0.52337
_SET1_   ENSG00000057468     1   76262567   76378923    277      13  5824       -1.525      0.92971             0       -1.525
_SET1_   ENSG00000184005     1   76540404   77100286    841      66  5806      0.66438      0.23063             0      0.66438
_SET1_   ENSG00000117069     1   77333126   77531396    193      15  5776      -0.5355      0.68294             0      -0.5355
_SET1_   ENSG00000122420     1   78769568   79005434    275      18  5782       1.0113      0.14341             0       1.0113
_SET1_   ENSG00000233290     1   82680904   82726817     93       3  6037      0.22779      0.38772             0      0.22779
_SET1_   ENSG00000271576     1   84542014   84543614      3       2  5466       1.4004     0.081665             0       1.4004
_SET1_   ENSG00000142875     1   84543745   84704181    149       9  5777       1.5994     0.049162             0       1.5994
_SET1_   ENSG00000203943     1   84764049   84855640     89       6  5349      0.84561      0.20153             0      0.84561
_SET1_   ENSG00000117133     1   84944942   84963473     44       6  5851     -0.46284      0.66839             0     -0.46284
_SET1_   ENSG00000162642     1   85715636   85725355     20       5  5888    0.0065224      0.48218    8.6736e-18    0.0065224
_SET1_   ENSG00000236915     1   87036864   87158886    194      12  5705     0.051369      0.46354    6.9389e-18     0.051369
_SET1_   ENSG00000237505     1   88086486   89150887   1024      65  5774     -0.64449      0.71431             0     -0.64449
_SET1_   ENSG00000137944     1   89401456   89458636     79       4  5942       2.1377     0.014127             0       2.1377
_SET1_   ENSG00000162645     1   89571815   89616139     62       2  6057       -1.711      0.95175             0       -1.711
_SET1_   ENSG00000197147     1   89990395   90063423    122       6  5971      0.95029      0.15578             0      0.95029
_SET1_   ENSG00000231999     1   90048800   90098453     51       3  5908      0.61652       0.2567             0      0.61652
_SET1_   ENSG00000171492     1   90286573   90402170     45       6  5803       1.0338      0.14301             0       1.0338
_SET1_   ENSG00000189195     1   92545862   92650282    123       5  5678    -0.043055      0.50151    6.9389e-18    -0.043055
_SET1_   ENSG00000122484     1   92764522   92867613     77       5  5773       -0.507      0.67734             0       -0.507
_SET1_   ENSG00000154511     1   93298294   93427079    142       4  5968      0.93249      0.16204             0      0.93249
_SET1_   ENSG00000122483     1   93645476   93744287    167       8  5901      -1.2547      0.88708             0      -1.2547
_SET1_   ENSG00000023909     1   94350761   94375012     50       7  5639       -1.189      0.87783             0       -1.189
_SET1_   ENSG00000137962     1   94614544   94740624    123      14  5650       2.1736     0.013469             0       2.1736
_SET1_   ENSG00000232878     1   97561479   97788511    303      26  5780     0.089479      0.43977    1.3878e-17     0.089479
_SET1_   ENSG00000225206     1   98399030   98515419    161       5  5888      0.42577      0.32383             0      0.42577
_SET1_   ENSG00000162627     1   99127257   99226056    219      12  5885      -3.0589       0.9995             0      -3.0589
_SET1_   ENSG00000117598     1   99355801   99470588    159      15  5866      0.84328       0.1848             0      0.84328
_SET1_   ENSG00000232825     1   99469832   99614408    215      23  5592        1.038      0.14002             0        1.038
_SET1_   ENSG00000099260     1  100111499  100160097     37       5  5586       0.5744       0.2723             0       0.5744
_SET1_   ENSG00000156876     1  100549119  100598511     54       5  5415       1.7112     0.043653             0       1.7112
_SET1_   ENSG00000122435     1  100598706  100616053     14       2  5770      0.94425      0.17246             0      0.94425
_SET1_   ENSG00000137992     1  100652475  100715390     87       4  5597      0.67356      0.25121             0      0.67356
_SET1_   ENSG00000224616     1  100729565  100731676      7       1  5918      0.43569       0.3341             0      0.43569
_SET1_   ENSG00000162692     1  101185298  101204601      8       3  5580       1.0169      0.15315             0       1.0169
_SET1_   ENSG00000233184     1  101491434  101552824     40       4  5775     -0.84971      0.79808             0     -0.84971
_SET1_   ENSG00000240038     1  104096437  104122156      4       1  5687      -2.1544      0.98357             0      -2.1544
_SET1_   ENSG00000162641     1  109358520  109400850    102      11  5655      -1.1428      0.86715             0      -1.1428
_SET1_   ENSG00000121957     1  109417972  109477167    114      10  5602      0.48749      0.30512             0      0.48749
_SET1_   ENSG00000197780     1  109605108  109618624     10       2  4719      0.58515      0.27948             0      0.58515
_SET1_   ENSG00000116299     1  109656301  109749403    130      11  5750     -0.25538       0.5828             0     -0.25538
_SET1_   ENSG00000162650     1  110026101  110035426      8       2  5302      -2.4482      0.99264             0      -2.4482
_SET1_   ENSG00000134202     1  110276554  110283660     11       2  6064      -1.2734      0.89033             0      -1.2734
_SET1_   ENSG00000184371     1  110452864  110473614      4       1  5814        1.337     0.091364             0        1.337
_SET1_   ENSG00000227963     1  110828997  110881793    141      13  5857       2.0517     0.017384             0       2.0517
_SET1_   ENSG00000273373     1  110912776  110915625      4       1  6043       2.3385    0.0087474             0       2.3385
_SET1_   ENSG00000177301     1  111062459  111174096    112      10  5836      0.92359      0.16566             0      0.92359
_SET1_   ENSG00000259834     1  111196182  111199662      2       1  6005      -1.4266         0.92             0      -1.4266
_SET1_   ENSG00000134255     1  111682249  111727724     35       5  5892     -0.84015      0.78883             0     -0.84015
_SET1_   ENSG00000085465     1  111956936  111970399     25       3  5987       1.0351      0.13984             0       1.0351
_SET1_   ENSG00000116455     1  111982512  111991998      9       2  5835       1.0221      0.14814             0       1.0221
_SET1_   ENSG00000143110     1  112016414  112021134      2       1  5905       1.3871     0.080133             0       1.3871
_SET1_   ENSG00000064703     1  112297867  112310638     38       4  5762     -0.15803      0.55761             0     -0.15803
_SET1_   ENSG00000171385     1  112313284  112531777    224      39  5714      0.21807      0.39058             0      0.21807
_SET1_   ENSG00000155366     1  113243728  113250056      7       2  5696      0.35877      0.35499             0      0.35877
_SET1_   ENSG00000224167     1  113392650  113420493     40       3  5632     0.018794       0.4932    6.9389e-18     0.018794
_SET1_   ENSG00000155380     1  113454469  113499635     32       3  5874       1.2918     0.091762             0       1.2918
_SET1_   ENSG00000226419     1  113499037  113589677     31       3  5465      0.84303      0.19177             0      0.84303
_SET1_   ENSG00000226167     1  114399257  114443859     39       6  5767      0.25836      0.38146             0      0.25836
_SET1_   ENSG00000134207     1  114631913  114696541     95      19  5730      -1.0885      0.84805             0      -1.0885
_SET1_   ENSG00000116752     1  115110178  115124260     19       5  5431     -0.59291      0.72008             0     -0.59291
_SET1_   ENSG00000213281     1  115247090  115259515     10       2  5442     -0.46467       0.6809             0     -0.46467
_SET1_   ENSG00000052723     1  115312100  115323306      1       1  5979      0.25326       0.3963             0      0.25326
_SET1_   ENSG00000116830     1  117602925  117650075     17       4  5819      -1.1852      0.87415             0      -1.1852
_SET1_   ENSG00000134253     1  117653682  117665209     14       3  5365      -1.0576      0.85089             0      -1.0576
_SET1_   ENSG00000198162     1  117910071  118071494    363      16  5842      0.36267      0.34083             0      0.36267
_SET1_   ENSG00000065183     1  118472343  118509165     15       1  6012      0.29057      0.36876             0      0.29057
_SET1_   ENSG00000092607     1  119425669  119532179    205      19  5909       2.0171     0.018943             0       2.0171
_SET1_   ENSG00000143067     1  120162045  120190396     29       4  5824     -0.81164      0.77895             0     -0.81164
_SET1_   ENSG00000227082     1  121138614  121204983     40       1  5223      -2.1934      0.98485             0      -2.1934
_SET1_   ENSG00000265972     1  145438469  145442635      3       1  5054       1.0509      0.16279             0       1.0509
_SET1_   ENSG00000131779     1  145516252  145523730      1       1  4855      0.54096       0.3132             0      0.54096
_SET1_   ENSG00000143127     1  145524891  145543868      9       2  5676      0.77862      0.21464             0      0.77862
_SET1_   ENSG00000186364     1  145586115  145589439      2       1  5493      0.68587      0.24123             0      0.68587
_SET1_   ENSG00000186141     1  145592605  145611025     12       2  5913      0.54487      0.28038             0      0.54487
_SET1_   ENSG00000131778     1  146714291  146767447    147      11  5953      -1.2448      0.88275             0      -1.2448
_SET1_   ENSG00000162836     1  147101453  147142618     67       6  5737     -0.84574      0.79174             0     -0.84574
_SET1_   ENSG00000136631     1  150039336  150117507     73       1  5986     -0.24588      0.59219             0     -0.24588
_SET1_   ENSG00000143401     1  150190717  150208504     12       2  5707      0.20328      0.40714             0      0.20328
_SET1_   ENSG00000117360     1  150293925  150325671     73       7  5903     -0.76453       0.7638             0     -0.76453
_SET1_   ENSG00000143369     1  150480538  150486265      9       3  5795     -0.78697      0.77563             0     -0.78697
_SET1_   ENSG00000228126     1  150488233  150490508      3       2  5705      -0.3199      0.62178             0      -0.3199
_SET1_   ENSG00000143457     1  150618701  150669620     87       3  6043      -1.8769      0.96551             0      -1.8769
_SET1_   ENSG00000197622     1  151023447  151042801      7       2  5638      0.65748      0.25782             0      0.65748
_SET1_   ENSG00000163159     1  151142463  151167797      2       1  5839     -0.41222      0.65255             0     -0.41222
_SET1_   ENSG00000159352     1  151227179  151239955      8       1  6042     -0.59863      0.71567             0     -0.59863
_SET1_   ENSG00000143373     1  151254094  151264656      4       1  5801     -0.80601      0.78449             0     -0.80601
_SET1_   ENSG00000143393     1  151264273  151300191     17       2  5770     -0.58973      0.71233             0     -0.58973
_SET1_   ENSG00000143390     1  151313116  151319833      1       1  5198      0.30925       0.3781             0      0.30925
_SET1_   ENSG00000143416     1  151336778  151345209      2       1  6072      0.57603      0.27983             0      0.57603
_SET1_   ENSG00000143375     1  151482986  151511168      7       3  5753     0.063222      0.46411    1.3878e-17     0.063222
_SET1_   ENSG00000143436     1  151732119  151736040     11       2  5644      0.42619      0.32918             0      0.42619
_SET1_   ENSG00000182134     1  151742583  151763892     41       4  5808       1.1923      0.10831             0       1.1923
_SET1_   ENSG00000159445     1  151846060  151882284     59       4  5660       1.2256      0.10722             0       1.2256
_SET1_   ENSG00000143553     1  153631130  153634306      2       1  6144      -2.0225      0.97567             0      -2.0225
_SET1_   ENSG00000143554     1  153746830  153752633      1       1  5008      -0.9719       0.8553             0      -0.9719
_SET1_   ENSG00000143552     1  153965161  154127592     85       3  5802      0.16733      0.41839             0      0.16733
_SET1_   ENSG00000143603     1  154669931  154842756    107      27  5644      -1.9372      0.96982             0      -1.9372
_SET1_   ENSG00000163344     1  154897210  154909467     12       1  5132       1.2834      0.10472             0       1.2834
_SET1_   ENSG00000143537     1  155023042  155035251      9       4  5502       1.5653     0.057256             0       1.5653
_SET1_   ENSG00000169241     1  155107820  155111333      1       1  6106      0.90956       0.1707             0      0.90956
_SET1_   ENSG00000163463     1  155141884  155145951      6       1  6129     0.041494      0.46349    6.9389e-18     0.041494
_SET1_   ENSG00000163462     1  155146263  155157447      6       1  5879     0.024687      0.47921    6.9389e-18     0.024687
_SET1_   ENSG00000169231     1  155165379  155178842     12       3  5766      0.88162      0.18038             0      0.88162
_SET1_   ENSG00000176444     1  155232659  155248282     11       1  6055    -0.058269      0.51091    6.9389e-18    -0.058269
_SET1_   ENSG00000143630     1  155247374  155259639     16       1  6075     -0.19077      0.56273             0     -0.19077
_SET1_   ENSG00000132676     1  155657751  155708801     11       1  5531     -0.96911      0.83148             0     -0.96911
_SET1_   ENSG00000116586     1  156024543  156028301      1       1  5236      -2.9968       0.9996             0      -2.9968
_SET1_   ENSG00000198715     1  156259880  156265480      8       2  6087      -1.7019      0.95222             0      -1.7019
_SET1_   ENSG00000163468     1  156278759  156337664     80       4  5674     -0.92406      0.81323             0     -0.92406
_SET1_   ENSG00000160818     1  156564279  156571288      5       1  5553      -1.3854       0.9155             0      -1.3854
_SET1_   ENSG00000143319     1  156691683  156698591      4       1  5415    -0.066321      0.52557    1.3878e-17    -0.066321
_SET1_   ENSG00000027869     1  156776035  156786654      4       2  6047     -0.71591      0.75134             0     -0.71591
_SET1_   ENSG00000187800     1  156863490  156886226      9       3  5649      0.16101       0.4349             0      0.16101
