# ALPHA = 0.05
# NUMBER_OF_TESTS = 9

# _SET1_  VARIABLE = Microglia (set)
# _SET1_  NGENES = 4558
# _SET1_  P-VALUE = 0.00500276
_SET1_   GENE        CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET1_   378708        1   10489944   10510239     49       7  127418     -0.84827      0.50452   -2.2204e-16     -0.84827
_SET1_   5195          1   10535003   10690815    359      26  127403      -1.5165      0.65116   -2.2204e-16      -1.5165
_SET1_   26232         1   11707924   11714888     22      12  128310      -0.7031      0.44329   -2.2204e-16      -0.7031
_SET1_   93611         1   11714432   11723384     23       7  130233      0.94522     0.051502   -2.2204e-16      0.94522
_SET1_   26270         1   11724150   11734411     29       8  129171     -0.77194       0.4845   -2.2204e-16     -0.77194
_SET1_   5351          1   11994724   12035599    114      12  125658     -0.40878       0.3138   -2.7756e-16     -0.40878
_SET1_   7133          1   12227044   12269279    123      16  129557      -1.7103      0.81272   -2.2204e-16      -1.7103
_SET1_   9249          1   12627939   12677820    168      31  129905      -2.5701      0.94836   -4.4409e-16      -2.5701
_SET1_   10630         1   13910252   13944452     96      23  130292      0.53048      0.07824   -2.2204e-16      0.53048
_SET1_   23254         1   14219646   15444544   4435     331  128705    -0.084418    0.0056245   -2.6368e-16    -0.084418
_SET1_   55092         1   15479028   15546974    350      26  129765      -2.4616      0.91542   -4.4409e-16      -2.4616
_SET1_   114827        1   15573730   15724767    464      56  124369     -0.20014      0.15629    -2.498e-16     -0.20014
_SET1_   842           1   15817896   15851407    116       7  129567     -0.26714      0.28805   -2.7756e-16     -0.26714
_SET1_   7709          1   16268364   16302627     49      11  128758      -1.2456      0.66207   -2.2204e-16      -1.2456
_SET1_   348487        1   16384264   16400127     51       6  130488     -0.56283      0.44885   -2.2204e-16     -0.56283
_SET1_   23400         1   17312453   17338467     52      10  128199      0.26347       0.1295   -2.7756e-16      0.26347
_SET1_   11240         1   17393256   17445948    242      16  129510      0.78721     0.037147   -2.2204e-16      0.78721
_SET1_   126917        1   19230774   19282826    154      28  128526     -0.83116      0.46113   -2.2204e-16     -0.83116
_SET1_   832           1   19665267   19812066    507      21  129725      0.54969     0.039195   -2.2204e-16      0.54969
_SET1_   440574        1   19923471   19956315     72      12  128367    -0.075316      0.23256   -2.6368e-16    -0.075316
_SET1_   55450         1   20808884   20812728      4       2  118977       1.0962     0.051038   -2.2204e-16       1.0962
_SET1_   79594         1   20825941   20834674     24       8  129192       0.7682     0.061957   -2.2204e-16       0.7682
_SET1_   1889          1   21543740   21672034    334      34  129274       1.8103    0.0022483   -2.2204e-16       1.8103
_SET1_   84224         1   21766583   21811393    130      12  129601       -1.414      0.71714   -2.2204e-16       -1.414
_SET1_   5909          1   21922708   21996010    256      34  128931     -0.63141      0.36313   -2.2204e-16     -0.63141
_SET1_   2046          1   22890004   22930087    143      23  128608      -1.8718      0.83574   -2.2204e-16      -1.8718
_SET1_   712           1   22963118   22966175      5       2  130644     -0.74888      0.54787   -2.2204e-16     -0.74888
_SET1_   714           1   22969969   22974603     21       4  127518     -0.72011      0.47687   -2.2204e-16     -0.72011
_SET1_   713           1   22979682   22988130     24       5  129669     -0.53735      0.41262   -2.2204e-16     -0.53735
_SET1_   55616         1   23755056   23810750    107      14  127995     -0.99495      0.57844   -2.2204e-16     -0.99495
_SET1_   6924          1   24069856   24088549     17       6  125734      0.29266      0.12986   -2.7756e-16      0.29266
_SET1_   57095         1   24104876   24114722      6       2  130140      0.69651      0.09544   -2.2204e-16      0.69651
_SET1_   3155          1   24128367   24165110     41       4  129816     -0.47724      0.40789   -2.7756e-16     -0.47724
_SET1_   57185         1   24742245   24799473    161      15  129609      0.74608     0.047288   -2.2204e-16      0.74608
_SET1_   11123         1   24828841   24863510     98      13  127303      0.26038       0.1214   -2.7756e-16      0.26038
_SET1_   57134         1   25943959   26111258    276      23  127888     -0.94317      0.49022   -2.2204e-16     -0.94317
_SET1_   57190         1   26126667   26144713     43       5  128266      -1.8384      0.86309   -2.2204e-16      -1.8384
_SET1_   56181         1   26146397   26159433     30       3  128228      -1.3821      0.76251   -2.2204e-16      -1.3821
_SET1_   64793         1   26560644   26605529    137      12  129399       1.5462    0.0086467   -2.2204e-16       1.5462
_SET1_   6195          1   26856249   26901520     92      12  129629     -0.48322      0.35946   -2.7756e-16     -0.48322
_SET1_   84243         1   27153201   27184092     46       7  126703       1.2502     0.022047   -2.2204e-16       1.2502
_SET1_   54707         1   27205872   27216869     16       4  129471       1.3056     0.026199   -2.2204e-16       1.3056
_SET1_   10163         1   27730734   27816678    121       8  126543     0.079634      0.20846   -2.6368e-16     0.079634
_SET1_   199870        1   28052490   28089426     68       4  117672     -0.20404      0.47187    -2.498e-16     -0.20404
_SET1_   9473          1   28199055   28213196     47       9  127623     -0.20928      0.25732    -2.498e-16     -0.20928
_SET1_   5724          1   28473677   28520447     51      12  127879       1.4028     0.012615   -2.2204e-16       1.4028
_SET1_   54952         1   28879529   28905057     40       7  128206       2.5271   0.00045194   -4.4409e-16       2.5271
_SET1_   10076         1   29563028   29653325    221      32  128122       0.7272      0.04476   -2.2204e-16       0.7272
_SET1_   7805          1   31205315   31230683     68      20  128819      0.82576     0.038221   -2.2204e-16      0.82576
_SET1_   79570         1   31652592   31712734    216      16  128598       0.2239      0.11786    -2.498e-16       0.2239
_SET1_   55116         1   32538503   32568467     40       6  127541      -2.8555      0.98978   -4.4409e-16      -2.8555
_SET1_   200081        1   32645293   32663886     23       6  125843      -1.6505      0.86383   -2.2204e-16      -1.6505
_SET1_   79140         1   32666202   32670991      3       2  118203      -1.0558       0.6344   -2.2204e-16      -1.0558
_SET1_   149069        1   32674695   32681797      9       4  120506      -1.0322      0.65763   -2.2204e-16      -1.0322
_SET1_   728116        1   32930658   32953460     21       7  124106     -0.97264      0.60171   -2.2204e-16     -0.97264
_SET1_   64766         1   33282368   33324480     56       9  127722      0.19302      0.16109    -2.498e-16      0.19302
_SET1_   252995        1   33327869   33338093     10       3  130644      0.44504      0.13206   -2.7756e-16      0.44504
_SET1_   55223         1   33611000   33647671     69       5  128392       1.1116     0.034146   -2.2204e-16       1.1116
_SET1_   114784        1   33979609   34631443   1717     151  129080      -1.6531      0.37365   -2.2204e-16      -1.6531
_SET1_   58512         1   35331037   35391083     94      26  128655       2.3058   0.00058616   -4.4409e-16       2.3058
_SET1_   9204          1   35451766   35497569     63       4  127778       1.3556     0.045345   -2.2204e-16       1.3556
_SET1_   5690          1   36040259   36107445     44       9  123682       2.1995    0.0024498   -4.4409e-16       2.1995
_SET1_   127703        1   36179477   36184790      7       3  120209       4.0288   1.8034e-06             0       4.0288
_SET1_   63967         1   36185819   36235568     52       7  126950        3.878   3.0723e-06   -4.4409e-16        3.878
_SET1_   1296          1   36560840   36591305     58       9  129523       3.0581   8.1562e-05   -4.4409e-16       3.0581
_SET1_   84967         1   36859031   36863493     25       3  130644     -0.16236      0.31449    -2.498e-16     -0.16236
_SET1_   127700        1   36883507   36916086    134       7  129317      0.32827      0.14977   -2.7756e-16      0.32827
_SET1_   1441          1   36931644   36948915     40      10  123551      0.57011     0.071516   -2.2204e-16      0.57011
_SET1_   2899          1   37261128   37499844    468      54  128058     -0.18638      0.18026    -2.498e-16     -0.18638
_SET1_   7802          1   38022520   38032458     30       8  127058      0.10515      0.18849   -2.6368e-16      0.10515
_SET1_   54955         1   38147242   38158007     35       5  127871       1.1918     0.023875   -2.2204e-16       1.1918
_SET1_   284656        1   38181646   38230824    175      18  129522      0.55526     0.066185   -2.2204e-16      0.55526
_SET1_   149175        1   38259721   38267278      7       3  129423       1.8489     0.005342   -2.2204e-16       1.8489
_SET1_   26292         1   39328162   39339050     17       6  125449      0.14778      0.15311    -2.498e-16      0.14778
_SET1_   54933         1   39350614   39407456    177      25  130128      0.21446      0.12675    -2.498e-16      0.21446
_SET1_   79647         1   39456916   39471737     47       6  130276       1.1102     0.030525   -2.2204e-16       1.1102
_SET1_   8761          1   40026485   40042522     33       9  130180       1.9468    0.0033707   -2.2204e-16       1.9468
_SET1_   4610          1   40361096   40367687     13       6  123880       2.0198    0.0021442   -4.4409e-16       2.0198
_SET1_   64744         1   40839378   40888998    112      20  128371     -0.30182      0.28352   -2.7756e-16     -0.30182
_SET1_   127396        1   40997233   41013841     54       8  128788       1.5644    0.0093721   -2.2204e-16       1.5644
_SET1_   9783          1   41086352   41131324    118      17  125721       1.9754    0.0017065   -2.2204e-16       1.9754
_SET1_   100132074     1   41827328   41849263     56      12  130155       3.7598    1.914e-06   -4.4409e-16       3.7598
_SET1_   284716        1   42846468   42889900    136       9  130163       2.4167   0.00059264   -4.4409e-16       2.4167
_SET1_   114625        1   43282776   43310660     43      10  129064      -0.3691      0.31538   -2.7756e-16      -0.3691
_SET1_   112950        1   43849579   43855483      4       2  130644       3.3059   5.0454e-05   -4.4409e-16       3.3059
_SET1_   5792          1   43991708   44089343    237      18  129084       4.4792    2.035e-08             0       4.4792
_SET1_   9670          1   44412478   44433694     32       5  129592        2.711   0.00039038   -4.4409e-16        2.711
_SET1_   8704          1   44444874   44456843     17       4  128433       2.0311    0.0037006   -4.4409e-16       2.0311
_SET1_   149473        1   44457280   44462200      8       4  128131       2.0887    0.0026372   -4.4409e-16       2.0887
_SET1_   6536          1   44462155   44497171     67      14  123372       1.8218    0.0040551   -2.2204e-16       1.8218
_SET1_   55929         1   44679104   44686351     10       4  129354       2.8705   0.00013916   -4.4409e-16       2.8705
_SET1_   79639         1   45118920   45140253     47       7  128540      0.75401     0.056392   -2.2204e-16      0.75401
_SET1_   339541        1   45140370   45191263     73      22  125415      0.83456     0.034959   -2.2204e-16      0.83456
_SET1_   149478        1   45273373   45279801     13       3  127764     -0.42598      0.39698   -2.7756e-16     -0.42598
_SET1_   8643          1   45285516   45309226     50       8  127249      -1.0227      0.59187   -2.2204e-16      -1.0227
_SET1_   79654         1   45468220   45477027     19       3  128294     -0.28956      0.36189   -2.7756e-16     -0.28956
_SET1_   57643         1   45482071   45672250    311      20  126613       -1.625      0.72969   -2.2204e-16       -1.625
_SET1_   25974         1   45965856   45976739     17       4  128874     -0.62891      0.44377   -2.2204e-16     -0.62891
_SET1_   8503          1   46505812   46642167    215      15  129011      -2.0082       0.8482   -4.4409e-16      -2.0082
_SET1_   55624         1   46654353   46685977     47       9  128002     -0.51051      0.38088   -2.2204e-16     -0.51051
_SET1_   541468        1   46669006   46686928     24       9  125636      -1.6694      0.79468   -2.2204e-16      -1.6694
_SET1_   7388          1   46769324   46782448     20       7  126967       -2.158      0.91496   -4.4409e-16       -2.158
_SET1_   8569          1   47023079   47069966     98      13  125523     -0.90566      0.50493   -2.2204e-16     -0.90566
_SET1_   64756         1   47100711   47134099     61       4  128391      0.92437     0.051115   -2.2204e-16      0.92437
_SET1_   260293        1   47427036   47516423    161      15  128115     -0.14433      0.21967    -2.498e-16     -0.14433
_SET1_   6886          1   47681962   47697938     33       7  129401     -0.33155      0.32889   -2.7756e-16     -0.33155
_SET1_   6491          1   47715811   47779819    145       9  129560      0.72703     0.056301   -2.2204e-16      0.72703
_SET1_   84871         1   48998527   50489626   1996      53  128970       1.2193   5.3098e-05   -2.2204e-16       1.2193
_SET1_   26994         1   51701945   51739119     34       6  128357      0.40813      0.17092   -2.7756e-16      0.40813
_SET1_   22996         1   51752930   51810785     99      19  126059      0.32663      0.13725   -2.7756e-16      0.32663
_SET1_   5865          1   52373628   52456436    154      19  127765     -0.60505      0.38752   -2.2204e-16     -0.60505
_SET1_   51060         1   52485803   52521843     56       6  128549     -0.82515      0.64733   -2.2204e-16     -0.82515
_SET1_   9372          1   52607678   52812358    205      16  127813      0.33105      0.13742   -2.7756e-16      0.33105
_SET1_   84950         1   52870219   52883992      9       3  121308      0.87124     0.057071   -2.2204e-16      0.87124
_SET1_   6342          1   53392901   53517289    425      19  129768      -1.0191      0.52811   -2.2204e-16      -1.0191
_SET1_   148979        1   53971904   54203748    623      41  125912      -1.9595      0.72829   -2.2204e-16      -1.9595
_SET1_   115353        1   54411999   54433841     30       7  125769      -1.0009      0.60707   -2.2204e-16      -1.0009
_SET1_   606495        1   54638009   54665746     47      16  128503      -1.1269      0.59732   -2.2204e-16      -1.1269
_SET1_   374977        1   55107427   55175939    218      35  127442      -0.5925      0.33399   -2.2204e-16      -0.5925
_SET1_   1718          1   55315300   55352921    126      15  129181      0.37373      0.10607   -2.7756e-16      0.37373
_SET1_   5563          1   57110990   57181008    239      18  129590      -1.8178      0.79641   -2.2204e-16      -1.8178
_SET1_   1600          1   57460453   58716211   3495     201  128075     -0.71358     0.033058   -2.2204e-16     -0.71358
_SET1_   51361         1   60280458   60342050    129      18  121416      0.06434      0.18344   -2.6368e-16      0.06434
_SET1_   23421         1   63906441   63988944    171      14  128758     -0.92903      0.50528   -2.2204e-16     -0.92903
_SET1_   84455         1   63989013   64051041    142      13  129941     -0.70104      0.43278   -2.2204e-16     -0.70104
_SET1_   5236          1   64058947   64125916    201      33  129700      -1.7326      0.77987   -2.2204e-16      -1.7326
_SET1_   4919          1   64239690   64647181    965      76  128153     0.034277     0.059356   -2.6368e-16     0.034277
_SET1_   55225         1   65210778   65298915    167      19  127905       0.4939     0.085534   -2.7756e-16       0.4939
_SET1_   205           1   65613232   65697828    192      18  127758       2.2381   0.00075138   -4.4409e-16       2.2381
_SET1_   9829          1   65720133   65881552    432      29  127891      -1.5231      0.62546   -2.2204e-16      -1.5231
_SET1_   84251         1   66999066   67210768    717      25  128897     0.058889     0.067315   -2.6368e-16     0.058889
_SET1_   1647          1   68150860   68154021      7       2  130644      0.18726      0.20583    -2.498e-16      0.18726
_SET1_   55970         1   68167149   68299436    293      27  127734     -0.26887      0.21527   -2.7756e-16     -0.26887
_SET1_   57554         1   70033230   70589171   1490      68  129322      0.57008    0.0042165   -2.2204e-16      0.57008
_SET1_   257194        1   71868625   72748533   1772      82  127136       2.8175    1.235e-07   -4.4409e-16       2.8175
_SET1_   127255        1   74491699   74663871    281      16  128965      0.58861     0.055372   -2.2204e-16      0.58861
_SET1_   51086         1   74701071   75010116    537      40  126488      0.39348     0.050434   -2.7756e-16      0.39348
_SET1_   127254        1   75033795   75139422    164      19  128059      -1.2553      0.61446   -2.2204e-16      -1.2553
_SET1_   1429          1   75171170   75199092     78      17  127586     -0.51873      0.35349   -2.2204e-16     -0.51873
_SET1_   204962        1   75667816   76081698    964      37  128616     0.064916     0.041178   -2.6368e-16     0.064916
_SET1_   81849         1   77333126   77533223    472      35  125552     -0.38682      0.19319   -2.7756e-16     -0.38682
_SET1_   26289         1   77747662   78025654    967      69  128645      -1.1059      0.33953   -2.2204e-16      -1.1059
_SET1_   374986        1   78245309   78345225    156      26  126503      0.14209      0.15449    -2.498e-16      0.14209
_SET1_   91624         1   78354200   78412009     95      16  127628      0.33608      0.13916   -2.7756e-16      0.33608
_SET1_   10964         1   79086067   79111830     55      11  128264     -0.66754      0.44231   -2.2204e-16     -0.66754
_SET1_   79739         1   84335057   84464850    330      15  128320      -0.3098      0.23868   -2.7756e-16      -0.3098
_SET1_   5567          1   84543745   84704181    226      21  128283      0.49333     0.065413   -2.7756e-16      0.49333
_SET1_   148418        1   84764049   84816481     82      11  127129     -0.30823      0.33601   -2.7756e-16     -0.30823
_SET1_   1486          1   85018804   85048039     73      12  129000      -1.2128       0.6714   -2.2204e-16      -1.2128
_SET1_   117178        1   85109390   85156440    118      15  129940     -0.87551      0.52826   -2.2204e-16     -0.87551
_SET1_   126820        1   85527993   85598821    227      29  130130     -0.74427      0.40857   -2.2204e-16     -0.74427
_SET1_   84144         1   85623356   85667292    116      13  128421     -0.64178      0.43213   -2.2204e-16     -0.64178
_SET1_   23576         1   85784168   86044046    719      60  127886        1.616    0.0014387   -2.2204e-16        1.616
_SET1_   255631        1   86194916   86622121   1423      55  129038      -0.6632     0.079686   -2.2204e-16      -0.6632
_SET1_   57489         1   86812507   86862025    126      12  128440      -2.3251      0.92361   -4.4409e-16      -2.3251
_SET1_   9403          1   87328128   87380107    119       9  128431      0.95912     0.043585   -2.2204e-16      0.95912
_SET1_   5586          1   89149876   89301938    337       9  129541     -0.99047      0.57123   -2.2204e-16     -0.99047
_SET1_   2635          1   89472360   89488556     27       6  129268      -0.5617      0.41438   -2.2204e-16      -0.5617
_SET1_   84230         1   90098644   90185094    155      11  129066     -0.34125      0.27912   -2.7756e-16     -0.34125
_SET1_   164045        1   91726323   91870426    290      21  127739      0.74761     0.038369   -2.2204e-16      0.74761
_SET1_   8317          1   91966338   91991321     48      10  126907      0.18276      0.14613    -2.498e-16      0.18276
_SET1_   7049          1   92145900   92371559    694      57  127823     -0.31809       0.1459   -2.7756e-16     -0.31809
_SET1_   284697        1   92545862   92613397    135      12  123469       -1.172      0.58421   -2.2204e-16       -1.172
_SET1_   9411          1   94634463   94713251    128      24  127546      -1.1844      0.60984   -2.2204e-16      -1.1844
_SET1_   5825          1   94883933   94984219    111      14  127434     -0.70556      0.40942   -2.2204e-16     -0.70556
_SET1_   199857        1   95448279   95538512    236      25  128613       2.0742    0.0013165   -4.4409e-16       2.0742
_SET1_   148534        1   95582894   95663163    217      27  128193       1.7288    0.0033601   -2.2204e-16       1.7288
_SET1_   163404        1   99355801   99470449    439      43  128527       1.5838    0.0034728   -2.2204e-16       1.5838
_SET1_   9890          1   99729848   99775140    115      17  128905      -1.0219      0.56442   -2.2204e-16      -1.0219
_SET1_   54873         1  100111431  100160097    130      17  128227      -1.3966       0.7031   -2.2204e-16      -1.3966
_SET1_   391059        1  100174206  100232186    213       9  129634      -1.0598      0.57786   -2.2204e-16      -1.0598
_SET1_   2135          1  101337928  101361548     27       7  130338       2.3011   0.00097923   -4.4409e-16       2.3011
_SET1_   118427        1  102268126  102462790    675      60  128294        1.482    0.0022548   -2.2204e-16        1.482
_SET1_   22854         1  107682540  108024477    760      63  127706      -1.6302      0.60318   -2.2204e-16      -1.6302
_SET1_   22911         1  109512835  109584860    182      19  129272     -0.92764       0.5257   -2.2204e-16     -0.92764
_SET1_   6884          1  109606998  109618624     32       8  130430      0.53935     0.098281   -2.2204e-16      0.53935
_SET1_   57535         1  109656585  109749403    328      35  128821      -2.0283      0.83454   -4.4409e-16      -2.0283
_SET1_   1952          1  109792641  109818378     75      14  128271     -0.16572      0.25525    -2.498e-16     -0.16572
_SET1_   57463         1  110049446  110052336      2       1  130644        0.383      0.16279   -2.7756e-16        0.383
_SET1_   2946          1  110210644  110226619     30       8  129946      0.64032     0.077199   -2.2204e-16      0.64032
_SET1_   388662        1  110693132  110744824    109      14  129248        0.893     0.033095   -2.2204e-16        0.893
_SET1_   963           1  111413821  111442558     83      11  127662      0.70092     0.055947   -2.2204e-16      0.70092
_SET1_   128346        1  112016474  112021134      7       3  129624      -1.7902      0.85781   -2.2204e-16      -1.7902
_SET1_   140           1  112025970  112106602    261      31  128241      -1.8801      0.80287   -2.2204e-16      -1.8801
_SET1_   5906          1  112162405  112256807    301      21  128078       2.5304   0.00018571   -4.4409e-16       2.5304
_SET1_   3752          1  112318444  112532147    634      75  128462       2.1694   0.00039192   -4.4409e-16       2.1694
_SET1_   55917         1  112938800  113003786    149       6  129231       1.5839    0.0090075   -2.2204e-16       1.5839
_SET1_   7482          1  113010040  113063910    136      25  128101       1.0795     0.021992   -2.2204e-16       1.0795
_SET1_   54879         1  113066140  113162040    202      17  126625        1.885    0.0020067   -2.2204e-16        1.885
_SET1_   56944         1  114522030  114524875      6       4  119361       1.5063    0.0099845   -2.2204e-16       1.5063
_SET1_   10100         1  115590632  115632121    154      21  129280       3.0172   3.6922e-05   -4.4409e-16       3.0172
_SET1_   55356         1  116519119  116612675    206      23  129820      0.82529     0.047135   -2.2204e-16      0.82529
_SET1_   965           1  117057156  117113715     59      10  124198       -2.425      0.94997   -4.4409e-16       -2.425
_SET1_   9398          1  117544372  117579173     94      20  127936       1.5933    0.0061955   -2.2204e-16       1.5933
_SET1_   80263         1  117653677  117664411     37       8  128429     -0.40326      0.36818   -2.7756e-16     -0.40326
_SET1_   200162        1  118496288  118727848    385      19  127055      -1.0559      0.49792   -2.2204e-16      -1.0559
_SET1_   653820        1  120838959  120855681      1       1   81257      0.92175        0.177   -2.2204e-16      0.92175
_SET1_   9659          1  144851424  145076186     40      16  100891      -0.6854      0.49213   -2.2204e-16      -0.6854
_SET1_   128077        1  145477059  145501670     13       5  128458     -0.32247      0.44756   -2.7756e-16     -0.32247
_SET1_   8799          1  145516165  145523732      2       1  130644     -0.58952      0.49644   -2.2204e-16     -0.58952
_SET1_   148741        1  145549209  145568526     44       7  127886     -0.31128      0.28788   -2.7756e-16     -0.31128
_SET1_   5174          1  145727662  145764207     26      12  124941     -0.91847      0.50448   -2.2204e-16     -0.91847
_SET1_   607           1  147013222  147098022    255      43  124616     -0.78075      0.44435   -2.2204e-16     -0.78075
_SET1_   100288142     1  148250249  148347262      3       2  122897     0.059962      0.34091   -2.6368e-16     0.059962
_SET1_   2209          1  149754232  149764074      2       1  130410       0.6562      0.13011   -2.2204e-16       0.6562
_SET1_   51027         1  149871110  149872348      2       1  128667      0.90897       0.1011   -2.2204e-16      0.90897
_SET1_   10903         1  149900543  149908791     14       3  130577      0.85042      0.07972   -2.2204e-16      0.85042
_SET1_   56957         1  149912229  149982686     74      12  127253      0.71116     0.071112   -2.2204e-16      0.71116
_SET1_   51177         1  150122170  150131825     17       5  123111       4.4314   8.6669e-08             0       4.4314
_SET1_   148523        1  150254930  150259505      8       3  125198       1.1777     0.021703   -2.2204e-16       1.1777
_SET1_   54460         1  150266262  150281414     50       7  127940       2.1051    0.0015891   -4.4409e-16       2.1051
_SET1_   1893          1  150480487  150486265     14       5  122420       2.4658   0.00040536   -4.4409e-16       2.4658
_SET1_   1520          1  150702672  150738433     66       9  115204      0.83217     0.045187   -2.2204e-16      0.83217
_SET1_   1513          1  150768684  150780917     11       4  124167       1.6377    0.0067325   -2.2204e-16       1.6377
_SET1_   29956         1  150937649  150947479     24       6  117333      0.37268      0.11022   -2.7756e-16      0.37268
_SET1_   58497         1  150980867  151008189     68      16  124305       1.6124    0.0053599   -2.2204e-16       1.6124
_SET1_   10962         1  151032151  151040973     12       4  130203      0.99246     0.050431   -2.2204e-16      0.99246
_SET1_   10500         1  151104161  151119146     40       9  125996       2.0377    0.0022649   -4.4409e-16       2.0377
_SET1_   79626         1  151129095  151132731      3       1  128055       2.0084    0.0054501   -4.4409e-16       2.0084
_SET1_   57530         1  151483331  151511168     38       9  128629     0.020284      0.21086   -2.6368e-16     0.020284
_SET1_   11189         1  151672534  151689290     34       6  127859       1.3445     0.015553   -2.2204e-16       1.3445
_SET1_   117145        1  151843342  151882361     89       9  127523      -1.1796      0.65638   -2.2204e-16      -1.1796
_SET1_   6282          1  152004982  152009511      5       1  130644      -1.4664      0.87162   -2.2204e-16      -1.4664
_SET1_   6277          1  153507076  153508717      2       1  130644      -1.4659      0.85731   -2.2204e-16      -1.4659
_SET1_   26097         1  153606458  153618782     31       5  128381     -0.33427      0.32183   -2.7756e-16     -0.33427
_SET1_   65123         1  153700526  153746555     75      13  127432      0.47999     0.093082   -2.7756e-16      0.47999
_SET1_   10899         1  153946745  153951096      2       1  130644       3.2469   8.2086e-05   -4.4409e-16       3.2469
_SET1_   91181         1  153965166  154127592    222      19  127522       2.9596   3.6425e-05   -4.4409e-16       2.9596
