"","Length","gencodeID","ensemblID","gene_type","Symbol","EntrezID","Class","NumTx","meanExprs","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000166407.13",1690,"ENSG00000166407.13","ENSG00000166407","protein_coding","LMO1",4004,"InGen",4,0.656146339311643,-2.04207694843487,-0.236965249346696,-6.501988879653,1.13808399083928e-10,7.78629147206306e-08,13.784113156636
"ENSG00000198286.9",4707,"ENSG00000198286.9","ENSG00000198286","protein_coding","CARD11",84433,"InGen",4,0.95541971791915,-1.89282871706072,2.02531877702749,-6.39322695644871,2.279365324777e-10,1.51945999265519e-07,13.174424146767
"ENSG00000138735.15",9775,"ENSG00000138735.15","ENSG00000138735","protein_coding","PDE5A",8654,"InGen",12,1.12311896295209,-1.7063971176907,3.30695210032944,-6.29872563229745,4.13245923450667e-10,2.68589187946761e-07,12.6028104240312
"ENSG00000144642.21",18339,"ENSG00000144642.21","ENSG00000144642","protein_coding","RBMS3",27303,"InGen",20,1.28215328478785,-1.06005832868022,4.440447627547,-6.20734634692361,7.2910801038622e-10,4.62325611073682e-07,12.0490007522376
"ENSG00000112137.17",11198,"ENSG00000112137.17","ENSG00000112137","protein_coding","PHACTR1",221692,"InGen",10,25.1555059709801,2.48606079732215,8.11467693393893,6.1290667674307,1.17885511275522e-09,7.20053038810373e-07,11.6003075909515
"ENSG00000127863.15",5113,"ENSG00000127863.15","ENSG00000127863","protein_coding","TNFRSF19",55504,"InGen",5,0.900366305984846,-1.2662848863882,2.1788564587457,-6.12739423585433,1.19094856022948e-09,7.20053038810373e-07,11.6002936010051
"ENSG00000143341.11",18579,"ENSG00000143341.11","ENSG00000143341","protein_coding","HMCN1",83872,"InGen",5,0.182838233194487,-1.78821760438558,1.68377143500626,-6.1235212716188,1.21941924236675e-09,7.2051048779661e-07,11.5820002066382
"ENSG00000139988.9",2356,"ENSG00000139988.9","ENSG00000139988","protein_coding","RDH12",145226,"InGen",4,0.459831506860853,-2.18971797530045,0.0136157454642855,-6.1196306624949,1.24868812337456e-09,7.21408751810932e-07,11.5416840953471
"ENSG00000234409.6",1598,"ENSG00000234409.6","ENSG00000234409","protein_coding","CCDC188",388849,"InGen",2,0.215170508489734,-2.54017641798536,-1.91086188631337,-6.11479219412723,1.28604549694512e-09,7.26839365860419e-07,11.3504477702992
"ENSG00000163331.10",1505,"ENSG00000163331.10","ENSG00000163331","protein_coding","DAPL1",92196,"InGen",5,0.312884051278225,-2.77495778249315,-1.57507812876947,-6.06828138745949,1.70552907791162e-09,9.43411595054175e-07,11.1084565296569
"ENSG00000187957.7",3935,"ENSG00000187957.7","ENSG00000187957","protein_coding","DNER",92737,"InGen",2,37.5857675819774,-1.54639477492847,7.04540580554173,-6.03207809268293,2.12183172927313e-09,1.14923711036756e-06,11.0359074157236
"ENSG00000074370.17",6893,"ENSG00000074370.17","ENSG00000074370","protein_coding","ATP2A3",489,"InGen",15,0.387907638991676,-1.99906846097775,1.21627010876755,-5.97255713154954,3.03074384243712e-09,1.60802609011592e-06,10.7199079832861
"ENSG00000169031.18",9124,"ENSG00000169031.18","ENSG00000169031","protein_coding","COL4A3",1285,"InGen",6,0.469089417850268,-1.95900338545432,2.04725417844648,-5.94889234299523,3.48922351801691e-09,1.81425666042807e-06,10.57944314133
"ENSG00000187720.14",15837,"ENSG00000187720.14","ENSG00000187720","protein_coding","THSD4",79875,"InGen",7,0.720063634011348,-1.87672305651064,3.4454670646937,-5.93005476992424,3.9018736303354e-09,1.98903746355804e-06,10.4576357700421
"ENSG00000177508.11",2911,"ENSG00000177508.11","ENSG00000177508","protein_coding","IRX3",79191,"InGen",3,0.183014828575105,-3.52495474556015,-1.99837014005837,-5.92443406027063,4.0339549583565e-09,2.01682232706447e-06,10.4261910727161
"ENSG00000142188.16",4495,"ENSG00000142188.16","ENSG00000142188","protein_coding","TMEM50B",757,"InGen",10,9.07892181091686,-0.886302357682209,5.38000154693137,-5.87921924869208,5.26729561133938e-09,2.58375757176606e-06,10.1565560900735
"ENSG00000181418.7",3749,"ENSG00000181418.7","ENSG00000181418","protein_coding","DDN",23109,"InGen",1,81.9277029954623,3.08373728411845,7.90524424317695,5.8575307320574,5.9824516721141e-09,2.88021812169671e-06,10.077012488679
"ENSG00000167371.17",3755,"ENSG00000167371.17","ENSG00000167371","protein_coding","PRRT2",112476,"InGen",20,9.03428243231779,1.85589830361618,4.82411648161439,5.79669508716614,8.53085766464165e-09,4.03245886482461e-06,9.74141151306045
"ENSG00000108379.9",4334,"ENSG00000108379.9","ENSG00000108379","protein_coding","WNT3",7473,"InGen",4,1.46999597537291,-1.62012725867128,2.47718023123364,-5.77318183142993,9.77623926541896e-09,4.53861907897075e-06,9.58112998320337
"ENSG00000138758.11",9787,"ENSG00000138758.11","ENSG00000138758","protein_coding","SEPT11",55752,"InGen",16,23.7937023780277,0.75437914400262,7.65787587054749,5.75885801106205,1.06198144747768e-08,4.84375327570607e-06,9.48926471301031
"ENSG00000132623.15",5815,"ENSG00000132623.15","ENSG00000132623","protein_coding","ANKEF1",63926,"InGen",4,0.459955190324517,-1.39152553717015,1.48896138605169,-5.71532175906701,1.36420040855476e-08,6.02446889427657e-06,9.29857319252905
"ENSG00000154146.12",1309,"ENSG00000154146.12","ENSG00000154146","protein_coding","NRGN",4900,"InGen",2,129.629074263937,3.74733736611315,6.99540190638757,5.71493910278278,1.36719618725409e-08,6.02446889427657e-06,9.28486885287279
"ENSG00000148948.7",5356,"ENSG00000148948.7","ENSG00000148948","protein_coding","LRRC4C",57689,"InGen",7,15.1433417457642,1.1211174002979,6.14173229954048,5.70995121430121,1.40683604087623e-08,6.0958205651167e-06,9.22885682891551
"ENSG00000173918.14",4854,"ENSG00000173918.14","ENSG00000173918","protein_coding","C1QTNF1",114897,"InGen",12,0.832329049090869,-2.0437746059893,1.98431486112117,-5.67071112507706,1.76017488364151e-08,7.48055318636596e-06,9.03026332723505
"ENSG00000152583.12",3477,"ENSG00000152583.12","ENSG00000152583","protein_coding","SPARCL1",8404,"InGen",10,445.950459548795,1.30546051588612,10.5082429963496,5.66687275950819,1.79904641190903e-08,7.48055318636596e-06,8.99557812999034
"ENSG00000053524.11",20568,"ENSG00000053524.11","ENSG00000053524","protein_coding","MCF2L2",23101,"InGen",13,6.24180435322742,1.09053854427015,6.73092086161028,5.66554025115135,1.81273502092875e-08,7.48055318636596e-06,8.97896209131664
"ENSG00000080644.15",4765,"ENSG00000080644.15","ENSG00000080644","protein_coding","CHRNA3",1136,"InGen",8,0.297941552913487,-3.09687690908845,-0.0689854907652908,-5.65483350960224,1.9264605037881e-08,7.77117730554925e-06,8.96767610529616
"ENSG00000051620.10",10356,"ENSG00000051620.10","ENSG00000051620","protein_coding","HEBP2",23593,"InGen",4,0.997245869885601,-1.29466274650486,3.2195023658994,-5.65280713875536,1.94875141440357e-08,7.77117730554925e-06,8.93459332994187
"ENSG00000174963.17",8568,"ENSG00000174963.17","ENSG00000174963","protein_coding","ZIC4",84107,"InGen",17,0.425185113548353,-2.10574921372957,1.56839196817478,-5.65064295100692,1.97283522642607e-08,7.77117730554925e-06,8.92295336792214
"ENSG00000152413.14",6154,"ENSG00000152413.14","ENSG00000152413","protein_coding","HOMER1",9456,"InGen",5,24.3436431692817,1.50026357925629,7.1204382710679,5.62642668196799,2.26284655795447e-08,8.78052012144781e-06,8.77010879744801
"ENSG00000134215.15",7271,"ENSG00000134215.15","ENSG00000134215","protein_coding","VAV3",10451,"InGen",15,1.22672577856886,-1.69672283250896,3.14760289536091,-5.62368508889255,2.29818031658379e-08,8.78648409860962e-06,8.76969772229193
"ENSG00000167536.13",2944,"ENSG00000167536.13","ENSG00000167536","protein_coding","DHRS13",147015,"InGen",5,1.85535655312744,-1.03943579927611,2.24088600107102,-5.60653523791905,2.53168790061396e-08,9.53895971596547e-06,8.71087269817446
"ENSG00000239474.6",2620,"ENSG00000239474.6","ENSG00000239474","protein_coding","KLHL41",10324,"InGen",3,0.790696428784368,-1.2699819945602,0.990362044650807,-5.57105409426376,3.09023955622305e-08,1.14771497118124e-05,8.52726510589009
"ENSG00000267014.5",2019,"ENSG00000267014.5","ENSG00000267014","lincRNA","LINC01532",100505835,"InGen",3,0.765750711762848,-2.33580014049023,0.403321769118861,-5.5527220321491,3.4239975739604e-08,1.25376181588482e-05,8.42691847667885
"ENSG00000270547.5",2576,"ENSG00000270547.5","ENSG00000270547","lincRNA","LINC01235",401492,"InGen",2,0.164298956398955,-2.3556583543732,-1.3732306581803,-5.48628915647568,4.95270212000819e-08,1.772623712545e-05,8.0320815530293
"ENSG00000108179.13",2674,"ENSG00000108179.13","ENSG00000108179","protein_coding","PPIF",10105,"InGen",5,10.8740773553741,-1.19176855086701,4.77983064746283,-5.48539025813761,4.97736483636376e-08,1.772623712545e-05,8.02209098182905
"ENSG00000070371.15",10049,"ENSG00000070371.15","ENSG00000070371","protein_coding","CLTCL1",8218,"InGen",12,1.32763951508532,-1.17844686515189,3.43249766020562,-5.45571303282332,5.86197537919005e-08,2.03199514544244e-05,7.8767730550892
"ENSG00000134198.9",3410,"ENSG00000134198.9","ENSG00000134198","protein_coding","TSPAN2",10100,"InGen",4,1.23396655662617,-1.9644443195495,1.84996552608078,-5.4376043273059,6.47477758624006e-08,2.21488510114565e-05,7.8098838675736
"ENSG00000198010.12",15159,"ENSG00000198010.12","ENSG00000198010","protein_coding","DLGAP2",9228,"InGen",15,4.45034012222443,2.65284392082818,5.62571802243831,5.39070833368011,8.36473032486648e-08,2.82423712968674e-05,7.59501956291174
"ENSG00000153179.12",4226,"ENSG00000153179.12","ENSG00000153179","protein_coding","RASSF3",283349,"InGen",6,3.0861766658703,-1.60079398152222,3.47501498818813,-5.36958091498879,9.38165546462388e-08,3.12697793293964e-05,7.42521575086138
"ENSG00000134909.18",12841,"ENSG00000134909.18","ENSG00000134909","protein_coding","ARHGAP32",9743,"InGen",8,26.772970483992,1.12795017622065,8.14505967578102,5.34246902395584,1.08633587084864e-07,3.57500759118012e-05,7.27569746753741
"ENSG00000136153.19",14367,"ENSG00000136153.19","ENSG00000136153","protein_coding","LMO7",4008,"InGen",27,6.65407364502265,1.64061977542012,6.53893347439442,5.32595033186835,1.18747427336735e-07,3.85899451987554e-05,7.21727261068597
"ENSG00000113368.11",3633,"ENSG00000113368.11","ENSG00000113368","protein_coding","LMNB1",4001,"InGen",8,1.86285873338228,1.05899739304034,2.28348328094883,5.3110713733016,1.28633736425605e-07,4.12866651801589e-05,7.18772613004586
"ENSG00000112378.11",4290,"ENSG00000112378.11","ENSG00000112378","protein_coding","PERP",64065,"InGen",1,1.08102217093893,-1.49750613622532,2.0802785617881,-5.2874926513493,1.45953468166293e-07,4.51725983974677e-05,7.07110613978572
"ENSG00000283406.1",1299,"ENSG00000283406.1","ENSG00000283406","processed_transcript","DGCR5",26220,"InGen",1,2.57687332231016,2.07624836907455,1.5097783194278,5.2947904179116,1.40364860761237e-07,4.44122530573073e-05,7.03199002770616
"ENSG00000205710.3",3408,"ENSG00000205710.3","ENSG00000205710","protein_coding","C17orf107",100130311,"InGen",2,2.32555394072402,2.19595996365694,2.68969759063081,5.29290505486263,1.4178848387401e-07,4.44122530573073e-05,7.03165018993225
"ENSG00000152128.13",6804,"ENSG00000152128.13","ENSG00000152128","protein_coding","TMEM163",81615,"InGen",3,2.01546763021754,-1.62535281682428,3.35366574759969,-5.28291473872959,1.49568554096374e-07,4.57468619929121e-05,6.9840532522861
"ENSG00000178031.16",13652,"ENSG00000178031.16","ENSG00000178031","protein_coding","ADAMTSL1",92949,"InGen",15,0.620955139289245,-2.67693320802197,2.28404052729371,-5.27644847599178,1.5482290468346e-07,4.68033241390768e-05,6.9694419905762
"ENSG00000232903.2",2619,"ENSG00000232903.2","ENSG00000232903","lincRNA","LINC01166",101927590,"InGen",1,0.515803075370571,-2.00706951846105,0.156402798818671,-5.24673197800787,1.81357150199933e-07,5.35786726238393e-05,6.87255621146986
"ENSG00000111913.16",7700,"ENSG00000111913.16","ENSG00000111913","protein_coding","FAM65B",9750,"InGen",7,6.49314429555108,1.80133857360224,5.27774896085073,5.22902405775895,1.99208170192002e-07,5.7169931922102e-05,6.77483561966426
"ENSG00000282375.1",1827,"ENSG00000282375.1","ENSG00000282375","lincRNA","RP11-43A14.2",401442,"InGen",1,0.889764871836724,3.70420229669692,0.398827736868601,5.45606876149257,5.85051980557216e-08,2.03199514544244e-05,6.77154066422722
"ENSG00000116729.13",4469,"ENSG00000116729.13","ENSG00000116729","protein_coding","WLS",79971,"InGen",14,16.8618592350629,-1.12648976522079,6.11934339117914,-5.21751148455217,2.11713535962413e-07,5.9827483782074e-05,6.64401859492526
"ENSG00000235296.1",691,"ENSG00000235296.1","ENSG00000235296","antisense","AC137723.5",NA,"InGen",1,2.5730587776677,2.69174491759138,0.628768997722103,5.23622930328177,1.91748497447479e-07,5.60121060296578e-05,6.62484405218007
"ENSG00000235718.8",4064,"ENSG00000235718.8","ENSG00000235718","protein_coding","MFRP",83552,"InGen",6,0.194242749992681,-5.71475741066552,-3.9254603591836,-5.27102871183612,1.59364169426637e-07,4.76224100776288e-05,6.58634079665715
"ENSG00000139508.14",3776,"ENSG00000139508.14","ENSG00000139508","protein_coding","SLC46A3",283537,"InGen",3,2.94523323530748,-0.837445421812836,3.45420891054357,-5.18927968217925,2.45679587045022e-07,6.86793323010375e-05,6.55971919411852
"ENSG00000186260.16",16578,"ENSG00000186260.16","ENSG00000186260","protein_coding","MKL2",57496,"InGen",13,26.2609183741639,1.43337155927965,8.31292815895347,5.18680808689967,2.48892279355402e-07,6.88372497732101e-05,6.48672192654132
"ENSG00000232656.7",1276,"ENSG00000232656.7","ENSG00000232656","antisense","IDI2-AS1",55853,"InGen",5,1.56680300466135,-1.38555042103292,1.17096948792824,-5.1567852909272,2.91311528919537e-07,7.97212329352644e-05,6.43308241783366
"ENSG00000263958.1",534,"ENSG00000263958.1","ENSG00000263958","lincRNA","RP11-676J15.1",100505797,"InGen",2,3.68913020504879,2.7234909647111,0.918544352253446,5.22817059402359,2.00110154816189e-07,5.7169931922102e-05,6.32952544051546
"ENSG00000001617.11",4826,"ENSG00000001617.11","ENSG00000001617","protein_coding","SEMA3F",6405,"InGen",9,0.65284781375483,-1.89223572447171,1.41316570182118,-5.13473185859752,3.26840285018047e-07,8.75999353597853e-05,6.28227737234531
"ENSG00000100362.12",1050,"ENSG00000100362.12","ENSG00000100362","protein_coding","PVALB",5816,"InGen",6,1.59091105695204,-3.92952951386364,0.674356699549172,-5.14151509743749,3.15488611156755e-07,8.54382595088888e-05,6.27184522103925
"ENSG00000162631.18",9138,"ENSG00000162631.18","ENSG00000162631","protein_coding","NTNG1",22854,"InGen",11,2.23346950873906,-2.14846667606198,4.08015528483614,-5.1256941596212,3.42579690442527e-07,9.08814978788246e-05,6.18518535749083
"ENSG00000110931.18",6931,"ENSG00000110931.18","ENSG00000110931","protein_coding","CAMKK2",10645,"InGen",16,28.1020662936179,1.89460798878607,7.37478698208382,5.09323149227895,4.05382192018273e-07,0.000106455820485768,6.03343101016942
"ENSG00000116704.7",6162,"ENSG00000116704.7","ENSG00000116704","protein_coding","SLC35D1",23169,"InGen",1,3.33364563383419,-0.879774075748663,4.3305162144431,-5.08769666710152,4.1714509180523e-07,0.000108449380967524,6.01969301769494
"ENSG00000146376.10",4640,"ENSG00000146376.10","ENSG00000146376","protein_coding","ARHGAP18",93663,"InGen",3,2.85118626329927,-1.59519674108636,3.3109429323968,-5.07303372106865,4.4992335675828e-07,0.000115812944841602,5.95673424420567
"ENSG00000176641.10",10632,"ENSG00000176641.10","ENSG00000176641","protein_coding","RNF152",220441,"InGen",5,3.17566018998856,-1.52512145329406,4.83873151619758,-5.06746168090533,4.63020376787741e-07,0.000118015723095369,5.89642226209516
"ENSG00000081148.11",8337,"ENSG00000081148.11","ENSG00000081148","protein_coding","IMPG2",50939,"InGen",1,0.490617984509002,-1.14385208091971,2.01810508331339,-5.03831693261862,5.37750897717445e-07,0.000134427383065944,5.8570027917642
"ENSG00000120278.15",7378,"ENSG00000120278.15","ENSG00000120278","protein_coding","PLEKHG1",57480,"InGen",3,3.85450963350664,-1.08310003633006,4.58196490002983,-5.04255285903526,5.26208129509489e-07,0.000132819018941628,5.77838926568834
"ENSG00000070886.11",5358,"ENSG00000070886.11","ENSG00000070886","protein_coding","EPHA8",2046,"InGen",2,0.533086332773354,-2.00413108033058,0.620019496239003,-4.99846843982057,6.58998888839852e-07,0.000161505861436182,5.66379702855826
"ENSG00000143891.16",2790,"ENSG00000143891.16","ENSG00000143891","protein_coding","GALM",130589,"InGen",5,1.15862323431517,-1.20515285144796,1.61514029943856,-4.99080634864911,6.85159804996182e-07,0.000164933190836025,5.63647027761203
"ENSG00000118271.9",2173,"ENSG00000118271.9","ENSG00000118271","protein_coding","TTR",7276,"InGen",5,54.1571912575108,-6.51243582240108,0.804732347540855,-5.00406398616138,6.40505533078047e-07,0.000158589169990124,5.62357161709375
"ENSG00000135298.13",6490,"ENSG00000135298.13","ENSG00000135298","protein_coding","ADGRB3",577,"InGen",5,39.985884893381,0.830634232929739,7.84799012275939,4.99677105915972,6.64709868977288e-07,0.000161505861436182,5.55696703385076
"ENSG00000107854.5",6157,"ENSG00000107854.5","ENSG00000107854","protein_coding","TNKS2",80351,"InGen",1,17.2780691146314,-0.554630621513288,6.631599873003,-4.96870943042975,7.66339411647477e-07,0.000182782495633129,5.42213161880382
"ENSG00000165349.11",2265,"ENSG00000165349.11","ENSG00000165349","protein_coding","SLC7A3",84889,"InGen",2,0.598222963976741,-2.2782811452317,-0.145170605082971,-4.93793029706952,8.950271092169e-07,0.000204113287591412,5.38529162989761
"ENSG00000241935.8",4148,"ENSG00000241935.8","ENSG00000241935","protein_coding","HOGA1",112817,"InGen",4,0.595818965823175,-1.5706158995058,1.22722957246384,-4.93002374403611,9.31308047608051e-07,0.00021054040540621,5.35270990066239
"ENSG00000136546.13",8196,"ENSG00000136546.13","ENSG00000136546","protein_coding","SCN7A",6332,"InGen",7,1.54214629523872,-1.91151889509918,2.96074941624349,-4.94672550408443,8.56269329543695e-07,0.00019876151812033,5.32917076833967
"ENSG00000059915.16",6338,"ENSG00000059915.16","ENSG00000059915","protein_coding","PSD",5662,"InGen",9,38.2679090505883,1.86664386369804,7.69108341499935,4.93966877958532,8.87234444376037e-07,0.000204113287591412,5.29341038858523
"ENSG00000069667.15",17040,"ENSG00000069667.15","ENSG00000069667","protein_coding","RORA",6095,"InGen",14,5.38928308659684,-1.13610752164254,6.51230479583854,-4.91770274418385,9.90686918270977e-07,0.000222033435355249,5.19260492345195
