# ALPHA = 0.05
# NUMBER_OF_TESTS = 9

# _SET1_  VARIABLE = Microglia (set)
# _SET1_  NGENES = 5310
# _SET1_  P-VALUE = 0.00323102
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET1_   ENSG00000028137     1   12227060   12269285    123      16  129557      -1.6735      0.81272    2.2204e-16      -1.6735
_SET1_   ENSG00000162496     1   12627939   12677737    168      31  129905      -2.5334      0.94836    4.4409e-16      -2.5334
_SET1_   ENSG00000162493     1   13909960   13944452     98      23  130299      0.57034     0.079917    2.2204e-16      0.57034
_SET1_   ENSG00000189337     1   14219287   15444539   4437     333  128706      0.17611    0.0056148    2.2204e-16      0.17611
_SET1_   ENSG00000171729     1   15479028   15546976    350      26  129765      -2.4177      0.91542    4.4409e-16      -2.4177
_SET1_   ENSG00000142621     1   15573768   15726779    467      57  124403       -0.148      0.15029    2.2204e-16       -0.148
_SET1_   ENSG00000132906     1   15817327   15853029    121       8  129288     -0.26182      0.28321    2.2204e-16     -0.26182
_SET1_   ENSG00000116809     1   16268364   16302627     49      11  128758       -1.179      0.66207    2.2204e-16       -1.179
_SET1_   ENSG00000185519     1   16384264   16400127     51       6  130488     -0.54538      0.44885    2.2204e-16     -0.54538
_SET1_   ENSG00000159363     1   17312453   17338423     51      10  128152       0.3039      0.13543    2.2204e-16       0.3039
_SET1_   ENSG00000117115     1   17393256   17445930    242      16  129510      0.82686     0.037147    2.2204e-16      0.82686
_SET1_   ENSG00000169991     1   19230775   19283180    155      28  128539     -0.79979      0.46655    2.2204e-16     -0.79979
_SET1_   ENSG00000077549     1   19665270   19812033    507      21  129725      0.60909     0.039195    2.2204e-16      0.60909
_SET1_   ENSG00000236963     1   20687072   20757727    164      22  129208       1.0444     0.025402    2.2204e-16       1.0444
_SET1_   ENSG00000162545     1   20808884   20812713      4       2  118977       1.1375     0.051038    2.2204e-16       1.1375
_SET1_   ENSG00000090432     1   20825941   20834654     24       8  129192      0.84438     0.061957    2.2204e-16      0.84438
_SET1_   ENSG00000117298     1   21543740   21671997    334      34  129274       1.8429    0.0022482    2.2204e-16       1.8429
_SET1_   ENSG00000142794     1   21766621   21811498    130      12  129601      -1.3828      0.71714    2.2204e-16      -1.3828
_SET1_   ENSG00000076864     1   21922708   21995856    256      34  128931       -0.599      0.36313    2.2204e-16       -0.599
_SET1_   ENSG00000070886     1   22890057   22930087    143      23  128608      -1.8253      0.83574    2.2204e-16      -1.8253
_SET1_   ENSG00000173372     1   22962999   22966101      6       3  130644     -0.65975      0.51715    2.2204e-16     -0.65975
_SET1_   ENSG00000159189     1   22970123   22974603     21       4  127518     -0.66302      0.47687    2.2204e-16     -0.66302
_SET1_   ENSG00000173369     1   22979255   22988031     25       5  129708     -0.50945      0.42047    2.2204e-16     -0.50945
_SET1_   ENSG00000261326     1   23607802   23613245      2       1  100639       1.7193     0.045538    2.2204e-16       1.7193
_SET1_   ENSG00000088280     1   23755056   23811061    108      14  128019      -0.9491      0.57548    2.2204e-16      -0.9491
_SET1_   ENSG00000011007     1   24069645   24088549     17       6  125734      0.38831      0.12986    2.2204e-16      0.38831
_SET1_   ENSG00000236810     1   24086872   24104777      7       3  125723     -0.98515      0.61883    2.2204e-16     -0.98515
_SET1_   ENSG00000057757     1   24104895   24114722      6       2  130140       0.7405      0.09544    2.2204e-16       0.7405
_SET1_   ENSG00000117305     1   24128375   24165110     41       4  129816      -0.4652      0.40789    2.2204e-16      -0.4652
_SET1_   ENSG00000001461     1   24742284   24799466    161      15  129609      0.78599     0.047288    2.2204e-16      0.78599
_SET1_   ENSG00000117602     1   24828841   24867530    110      14  127412      0.17709      0.15257    2.2204e-16      0.17709
_SET1_   ENSG00000117643     1   25943959   26112698    279      24  127918     -0.89661      0.48612    2.2204e-16     -0.89661
_SET1_   ENSG00000162430     1   26126667   26144715     43       5  128266      -1.8065      0.86309    2.2204e-16      -1.8065
_SET1_   ENSG00000117640     1   26145131   26159433     33       3  128334      -1.5813      0.82509    2.2204e-16      -1.5813
_SET1_   ENSG00000130695     1   26560644   26605529    137      12  129399        1.576    0.0086467    2.2204e-16        1.576
_SET1_   ENSG00000117676     1   26856252   26901521     92      12  129629     -0.43993      0.35946    2.2204e-16     -0.43993
_SET1_   ENSG00000204160     1   27153201   27184093     46       7  126703       1.3006     0.022047    2.2204e-16       1.3006
_SET1_   ENSG00000142751     1   27202624   27216788     20       4  129706       1.3119     0.029863    2.2204e-16       1.3119
_SET1_   ENSG00000158195     1   27730730   27816669    121       8  126543      0.09497      0.20846    2.2204e-16      0.09497
_SET1_   ENSG00000009780     1   28052490   28089633     68       4  117672     -0.30447      0.47187    2.2204e-16     -0.30447
_SET1_   ENSG00000130775     1   28199054   28213196     47       9  127623     -0.13984      0.25732    2.2204e-16     -0.13984
_SET1_   ENSG00000169403     1   28473677   28520447     51      12  127879        1.474     0.012615    2.2204e-16        1.474
_SET1_   ENSG00000180098     1   28879597   28905057     39       7  128307       2.5526   0.00050122    4.4409e-16       2.5526
_SET1_   ENSG00000060656     1   29563028   29653325    221      32  128122      0.76654      0.04476    2.2204e-16      0.76654
_SET1_   ENSG00000162511     1   31205316   31230667     67      20  128792      0.93458     0.035715    2.2204e-16      0.93458
_SET1_   ENSG00000084628     1   31652592   31712401    216      16  128598      0.26574      0.11786    2.2204e-16      0.26574
_SET1_   ENSG00000121775     1   32537632   32568467     40       6  127541      -2.8421      0.98978    4.4409e-16      -2.8421
_SET1_   ENSG00000084652     1   32645287   32663886     23       6  125843      -1.6121      0.86383    2.2204e-16      -1.6121
_SET1_   ENSG00000160050     1   32665987   32670988      3       2  118203     -0.97994       0.6344    2.2204e-16     -0.97994
_SET1_   ENSG00000222046     1   32674695   32681797      9       4  120506     -0.97028      0.65763    2.2204e-16     -0.97028
_SET1_   ENSG00000116497     1   33282368   33324480     56       9  127722      0.24731      0.16109    2.2204e-16      0.24731
_SET1_   ENSG00000160097     1   33327869   33338083     10       3  130644      0.49363      0.13206    2.2204e-16      0.49363
_SET1_   ENSG00000116525     1   33611003   33647660     69       5  128392       1.1206     0.034146    2.2204e-16       1.1206
_SET1_   ENSG00000284721     1   33660389   33665954      9       2  129317       1.6771     0.013246    2.2204e-16       1.6771
_SET1_   ENSG00000121904     1   33979599   34631443   1717     151  129080      -1.6864      0.37365    2.2204e-16      -1.6864
_SET1_   ENSG00000116544     1   35331037   35395186     99      28  128756        2.446    0.0004513    4.4409e-16        2.446
_SET1_   ENSG00000163867     1   35451766   35497569     63       4  127778       1.2995     0.045345    2.2204e-16       1.2995
_SET1_   ENSG00000126067     1   36065145   36107445     26       7  123239       2.4071    0.0016515    4.4409e-16       2.4071
_SET1_   ENSG00000142686     1   36179476   36185073      7       3  120209       4.0837   1.8034e-06             0       4.0837
_SET1_   ENSG00000092853     1   36185819   36235568     52       7  126950       3.9056   3.0723e-06    4.4409e-16       3.9056
_SET1_   ENSG00000171812     1   36560837   36590821     58       9  129523       3.0935   8.1558e-05    4.4409e-16       3.0935
_SET1_   ENSG00000181817     1   36856839   36863493     33       5  130546      0.13027       0.2036    2.2204e-16      0.13027
_SET1_   ENSG00000116885     1   36881428   36916052    138       7  129129      0.33982       0.1456    2.2204e-16      0.33982
_SET1_   ENSG00000119535     1   36931644   36948879     40      10  123551      0.65639     0.071516    2.2204e-16      0.65639
_SET1_   ENSG00000163873     1   37261128   37499730    468      54  128058     -0.17417      0.18026    2.2204e-16     -0.17417
_SET1_   ENSG00000163879     1   38022520   38032458     30       8  127058      0.17929      0.18849    2.2204e-16      0.17929
_SET1_   ENSG00000116922     1   38147242   38157921     34       4  127789       1.2433     0.025233    2.2204e-16       1.2433
_SET1_   ENSG00000183317     1   38179552   38230805    181      19  129559      0.61464     0.063177    2.2204e-16      0.61464
_SET1_   ENSG00000185090     1   38259474   38266809      4       2  130022       2.2149    0.0023585    4.4409e-16       2.2149
_SET1_   ENSG00000214114     1   39328636   39339777     20       6  126104      0.60627     0.084273    2.2204e-16      0.60627
_SET1_   ENSG00000158315     1   39351479   39407471    176      25  130125      0.20339      0.13716    2.2204e-16      0.20339
_SET1_   ENSG00000174574     1   39456895   39471731     47       6  130276       1.1405     0.030525    2.2204e-16       1.1405
_SET1_   ENSG00000090621     1   40026488   40042462     33       9  130180       2.0086    0.0033707    4.4409e-16       2.0086
_SET1_   ENSG00000116990     1   40361098   40367928     13       6  123880       2.1266    0.0021442    4.4409e-16       2.1266
_SET1_   ENSG00000084070     1   40810522   40888998    171      28  129068      -0.3183      0.28576    2.2204e-16      -0.3183
_SET1_   ENSG00000238287     1   40958829   40974333     44       8  127136       1.1757     0.028663    2.2204e-16       1.1757
_SET1_   ENSG00000117010     1   40997233   41013841     54       8  128788        1.611    0.0093721    2.2204e-16        1.611
_SET1_   ENSG00000117016     1   41086351   41131329    118      17  125721       2.0409    0.0017065    4.4409e-16       2.0409
_SET1_   ENSG00000204060     1   41827594   41849262     56      12  130155       3.8213    1.914e-06    4.4409e-16       3.8213
_SET1_   ENSG00000177181     1   42846466   42888249    133       8  130152       2.4579   0.00057375    4.4409e-16       2.4579
_SET1_   ENSG00000164010     1   43282759   43310664     43      10  129064     -0.29869      0.31538    2.2204e-16     -0.29869
_SET1_   ENSG00000227533     1   43424720   43449029     86      11  127769      -1.4662      0.73884    2.2204e-16      -1.4662
_SET1_   ENSG00000159479     1   43849588   43855479      4       2  130644       3.3613   5.0454e-05    4.4409e-16       3.3613
_SET1_   ENSG00000142949     1   43990858   44089337    237      18  129084        4.524    2.035e-08             0        4.524
_SET1_   ENSG00000117408     1   44412611   44433694     32       5  129592       2.7379   0.00039038    4.4409e-16       2.7379
_SET1_   ENSG00000117411     1   44444615   44456842     18       5  128556       2.1462    0.0028101    4.4409e-16       2.1462
_SET1_   ENSG00000159214     1   44457031   44462200      9       3  128410       2.4516    0.0011715    4.4409e-16       2.4516
_SET1_   ENSG00000196517     1   44457172   44497139     76      16  123969       2.0808    0.0021155    4.4409e-16       2.0808
_SET1_   ENSG00000178028     1   44679127   44686353     10       4  129354       2.9519   0.00013916    4.4409e-16       2.9519
_SET1_   ENSG00000126106     1   45100910   45140227     80       7  128054       1.0954     0.029463    2.2204e-16       1.0954
_SET1_   ENSG00000198520     1   45140364   45191263     74      22  125406       0.9325     0.034227    2.2204e-16       0.9325
_SET1_   ENSG00000222009     1   45274154   45281257     13       3  127764     -0.54428       0.4642    2.2204e-16     -0.54428
_SET1_   ENSG00000117425     1   45285516   45308735     50       8  127249     -0.96792      0.59187    2.2204e-16     -0.96792
_SET1_   ENSG00000126107     1   45468212   45477001     19       3  128294     -0.26184      0.36189    2.2204e-16     -0.26184
_SET1_   ENSG00000162415     1   45482071   45771881    513      20  127329      -1.7298      0.73163    2.2204e-16      -1.7298
_SET1_   ENSG00000132763     1   45965725   45979054     23       5  128697     -0.74844      0.50956    2.2204e-16     -0.74844
_SET1_   ENSG00000117461     1   46505812   46598708    159      10  129001      -1.6798      0.79148    2.2204e-16      -1.6798
_SET1_   ENSG00000085998     1   46654354   46685977     47       9  128002     -0.44793      0.38088    2.2204e-16     -0.44793
_SET1_   ENSG00000171357     1   46669006   46686933     24       9  125636       -1.571      0.79468    2.2204e-16       -1.571
_SET1_   ENSG00000173660     1   46769303   46782448     20       7  126967      -2.0708      0.91496    4.4409e-16      -2.0708
_SET1_   ENSG00000079277     1   47023080   47082515    123      14  126272      -0.5949      0.38846    2.2204e-16      -0.5949
_SET1_   ENSG00000123472     1   47098409   47139539     73       4  128442      0.85888     0.057693    2.2204e-16      0.85888
_SET1_   ENSG00000186377     1   47489240   47516423     61       6  127071      0.24701      0.16495    2.2204e-16      0.24701
_SET1_   ENSG00000162367     1   47681962   47697892     33       7  129401      -0.2742      0.32889    2.2204e-16      -0.2742
_SET1_   ENSG00000123473     1   47715811   47779819    145       9  129560      0.74803     0.056301    2.2204e-16      0.74803
_SET1_   ENSG00000186094     1   48998527   50489585   1996      53  128970        1.503   5.3098e-05    2.2204e-16        1.503
_SET1_   ENSG00000229846     1   49491267   49653257    178      17  128985       2.0907     0.001525    4.4409e-16       2.0907
_SET1_   ENSG00000203356     1   51660767   51700768     47       7  126133    -0.032562      0.28957    2.2204e-16    -0.032562
_SET1_   ENSG00000123091     1   51701943   51739127     34       6  128357      0.42717      0.17092    2.2204e-16      0.42717
_SET1_   ENSG00000085831     1   51752930   51810788     99      19  126059       0.3716      0.13725    2.2204e-16       0.3716
_SET1_   ENSG00000169213     1   52373628   52456436    154      19  127765     -0.55859      0.38752    2.2204e-16     -0.55859
_SET1_   ENSG00000117862     1   52485803   52521843     56       6  128549     -0.84302      0.64733    2.2204e-16     -0.84302
_SET1_   ENSG00000157077     1   52607766   52812358    205      16  127813      0.34758      0.13742    2.2204e-16      0.34758
_SET1_   ENSG00000134748     1   52870236   52886511     12       5  119192      0.87016     0.060793    2.2204e-16      0.87016
_SET1_   ENSG00000116171     1   53392901   53517375    426      19  129770     -0.99628      0.52841    2.2204e-16     -0.99628
_SET1_   ENSG00000174332     1   53971910   54203779    623      41  125912      -1.8881      0.72829    2.2204e-16      -1.8881
_SET1_   ENSG00000116212     1   54411750   54433841     30       7  125769     -0.93726      0.60706    2.2204e-16     -0.93726
_SET1_   ENSG00000184313     1   55107427   55175939    218      35  127442     -0.54803      0.33399    2.2204e-16     -0.54803
_SET1_   ENSG00000116133     1   55315306   55352891    126      15  129181      0.41697      0.10607    2.2204e-16      0.41697
_SET1_   ENSG00000162409     1   57110995   57181008    239      18  129590      -1.7777      0.79641    2.2204e-16      -1.7777
_SET1_   ENSG00000173406     1   57460451   59012406   4519     256  128303     -0.59237     0.040643    2.2204e-16     -0.59237
_SET1_   ENSG00000234807     1   59250832   59365266    208      36  127777      -0.1854      0.22285    2.2204e-16      -0.1854
_SET1_   ENSG00000134709     1   60280458   60342050    129      18  121416       0.1043      0.18344    2.2204e-16       0.1043
_SET1_   ENSG00000142856     1   63906441   64059392    336      16  129151      -0.9309      0.47191    2.2204e-16      -0.9309
_SET1_   ENSG00000203965     1   63989043   64038364    113      12  129761      -0.6675      0.44223    2.2204e-16      -0.6675
_SET1_   ENSG00000079739     1   64058947   64125916    201      33  129700      -1.6994      0.77987    2.2204e-16      -1.6994
_SET1_   ENSG00000185483     1   64239693   64647181    965      76  128153     0.069288     0.059356    2.2204e-16     0.069288
_SET1_   ENSG00000162437     1   65210778   65298915    167      19  127905      0.53532     0.085534    2.2204e-16      0.53532
_SET1_   ENSG00000162433     1   65613232   65697828    192      18  127758       2.2838   0.00075138    4.4409e-16       2.2838
_SET1_   ENSG00000116675     1   65713902   65881552    458      31  128032      -1.5434       0.6487    2.2204e-16      -1.5434
_SET1_   ENSG00000229294     1   65745139   65772204     80      10  129272      -1.3907      0.72022    2.2204e-16      -1.3907
_SET1_   ENSG00000118473     1   66999066   67213982    725      26  128904      0.16326     0.064966    2.2204e-16      0.16326
_SET1_   ENSG00000116717     1   68150744   68154021      7       2  130644      0.22429      0.20583    2.2204e-16      0.22429
_SET1_   ENSG00000172380     1   68167149   68299150    291      27  127714     -0.25564      0.22676    2.2204e-16     -0.25564
_SET1_   ENSG00000033122     1   70034081   70617628   1527      66  129331      0.66598    0.0044027    2.2204e-16      0.66598
_SET1_   ENSG00000172260     1   71861623   72748417   1774      85  127110       3.0886   7.5539e-08    4.4409e-16       3.0886
_SET1_   ENSG00000225087     1   73214604   73364823    308      17  128610       5.8928     2.36e-12             0       5.8928
_SET1_   ENSG00000162620     1   74491699   74663871    281      16  128965      0.62897     0.055372    2.2204e-16      0.62897
_SET1_   ENSG00000116783     1   74701085   75010112    537      40  126488      0.45113     0.050434    2.2204e-16      0.45113
_SET1_   ENSG00000178965     1   75033795   75139422    164      19  128059      -1.2022      0.61446    2.2204e-16      -1.2022
_SET1_   ENSG00000116791     1   75171166   75199092     78      17  127586      -0.4489      0.35349    2.2204e-16      -0.4489
_SET1_   ENSG00000137968     1   75667816   76076801    958      36  128603      0.16679     0.043572    2.2204e-16      0.16679
_SET1_   ENSG00000117069     1   77333126   77531396    465      38  125475     -0.29835      0.18825    2.2204e-16     -0.29835
_SET1_   ENSG00000230498     1   77533605   77544167     21       6  127840    -0.071732       0.2759    2.2204e-16    -0.071732
_SET1_   ENSG00000154027     1   77747736   78025654    967      69  128645      -1.0584      0.33953    2.2204e-16      -1.0584
_SET1_   ENSG00000180488     1   78245309   78345224    156      26  126503      0.18647      0.15449    2.2204e-16      0.18647
_SET1_   ENSG00000162614     1   78354198   78409580     93      16  127998      0.41122      0.13248    2.2204e-16      0.41122
_SET1_   ENSG00000137959     1   79085607   79111830     55      11  128264     -0.60575      0.44231    2.2204e-16     -0.60575
_SET1_   ENSG00000233008     1   84041459   84326706    958      48  128188       3.2726   7.2495e-07    4.4409e-16       3.2726
_SET1_   ENSG00000137941     1   84330711   84464833    344      15  128389     -0.27418      0.23754    2.2204e-16     -0.27418
_SET1_   ENSG00000271576     1   84542014   84543614      2       1  130644     -0.47737      0.48942    2.2204e-16     -0.47737
_SET1_   ENSG00000142875     1   84543745   84704181    226      21  128283      0.54398     0.065413    2.2204e-16      0.54398
_SET1_   ENSG00000203943     1   84764049   84855640    167      20  128547     -0.58238      0.40365    2.2204e-16     -0.58238
_SET1_   ENSG00000117151     1   85015289   85040163     64      10  128501      -1.0927      0.65188    2.2204e-16      -1.0927
_SET1_   ENSG00000117155     1   85109390   85156486    118      15  129940     -0.84231      0.52826    2.2204e-16     -0.84231
_SET1_   ENSG00000162643     1   85464830   85598821    360      32  129510     -0.33447      0.23917    2.2204e-16     -0.33447
_SET1_   ENSG00000097096     1   85622556   85666729    116      13  128421     -0.60798      0.43398    2.2204e-16     -0.60798
_SET1_   ENSG00000223653     1   85742398   85913807    504      28  128574       1.7703    0.0016954    2.2204e-16       1.7703
_SET1_   ENSG00000153904     1   85784164   86044046    719      60  127886       1.6548    0.0014387    2.2204e-16       1.6548
_SET1_   ENSG00000171502     1   86194916   86622626   1425      56  129040     -0.49514     0.079653    2.2204e-16     -0.49514
_SET1_   ENSG00000122417     1   86812507   86862025    126      12  128440      -2.2815      0.92361    4.4409e-16      -2.2815
_SET1_   ENSG00000236915     1   87036864   87158886    292      22  127447     -0.47555      0.30786    2.2204e-16     -0.47555
_SET1_   ENSG00000183291     1   87328128   87380107    119       9  128431      0.97765     0.043585    2.2204e-16      0.97765
_SET1_   ENSG00000065243     1   89149905   89301938    337       9  129541     -0.99586      0.57123    2.2204e-16     -0.99586
_SET1_   ENSG00000117226     1   89472349   89488577     27       6  129268     -0.50166      0.41438    2.2204e-16     -0.50166
_SET1_   ENSG00000171488     1   90098631   90235462    238      17  129120     -0.40042      0.27887    2.2204e-16     -0.40042
_SET1_   ENSG00000162669     1   91726323   91870426    290      21  127739      0.79557     0.038369    2.2204e-16      0.79557
_SET1_   ENSG00000097046     1   91966450   91991321     46       9  126744       -0.129      0.25668    2.2204e-16       -0.129
_SET1_   ENSG00000069702     1   92145900   92371892    695      59  127828     -0.26678      0.14488    2.2204e-16     -0.26678
_SET1_   ENSG00000189195     1   92545862   92650282    188      14  124627      -1.2848      0.63506    2.2204e-16      -1.2848
_SET1_   ENSG00000137962     1   94614544   94740624    195      31  127833       -1.354       0.6717    2.2204e-16       -1.354
_SET1_   ENSG00000117528     1   94884011   94984222    110      14  127405     -0.65076      0.41081    2.2204e-16     -0.65076
_SET1_   ENSG00000172339     1   95439963   95538501    261      21  128524       2.1291    0.0011878    4.4409e-16       2.1291
_SET1_   ENSG00000152078     1   95582894   95663163    217      27  128193       1.7741    0.0033601    2.2204e-16       1.7741
_SET1_   ENSG00000226026     1   95628775   95699538    179      22  128110       1.4246    0.0096452    2.2204e-16       1.4246
_SET1_   ENSG00000225206     1   98399030   98515419    275      16  127757       5.2054        5e-10             0       5.2054
_SET1_   ENSG00000117598     1   99355801   99470588    439      43  128527       1.6153    0.0034729    2.2204e-16       1.6153
_SET1_   ENSG00000232825     1   99469832   99614408    514      40  128738       1.2079    0.0099834    2.2204e-16       1.2079
_SET1_   ENSG00000117600     1   99729509   99775146    115      17  128905     -0.97458      0.56442    2.2204e-16     -0.97458
_SET1_   ENSG00000099260     1  100111499  100160097    130      17  128227      -1.3505       0.7031    2.2204e-16      -1.3505
_SET1_   ENSG00000156869     1  100174188  100232187    213       9  129634       -1.049      0.57786    2.2204e-16       -1.049
_SET1_   ENSG00000162694     1  101337928  101361554     27       7  130338       2.3647   0.00097923    4.4409e-16       2.3647
_SET1_   ENSG00000118733     1  102268130  102462586    674      59  128328       1.5135    0.0022777    2.2204e-16       1.5135
_SET1_   ENSG00000162631     1  107682629  108026080    762      67  127711      -1.6165      0.61359    2.2204e-16      -1.6165
_SET1_   ENSG00000085433     1  109512836  109584735    182      19  129272     -0.89479       0.5257    2.2204e-16     -0.89479
_SET1_   ENSG00000197780     1  109605108  109618624     43      10  129736      0.88294     0.054923    2.2204e-16      0.88294
_SET1_   ENSG00000116299     1  109656301  109749403    329      35  128827      -1.9954       0.8352    2.2204e-16      -1.9954
_SET1_   ENSG00000143126     1  109792641  109818372     75      14  128271     -0.10861      0.25525    2.2204e-16     -0.10861
_SET1_   ENSG00000181754     1  110046797  110052360     10       4  128344    -0.096229      0.27802    2.2204e-16    -0.096229
_SET1_   ENSG00000213366     1  110210644  110252173     70      19  129918       0.1787       0.1673    2.2204e-16       0.1787
_SET1_   ENSG00000197106     1  110693108  110744824    109      14  129248       0.9474     0.033095    2.2204e-16       0.9474
