# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
388588       1    3689352    3692546     12       5  129964      0.10979   -2.6368e-16      0.10979
57470        1    3696784    3713068     79      14  128820      0.21145    -2.498e-16      0.21145
9731         1    3728645    3773797    286      15  129395      0.17178    -2.498e-16      0.17178
1677         1    3773845    3801993    165      22  129707      -1.0037   -2.2204e-16      -1.0037
339448       1    3805697    3816857     44       8  127620       1.0862   -2.2204e-16       1.0862
55966        1    4715105    4843851    630      79  128950      -1.0422   -2.2204e-16      -1.0422
261734       1    5922870    6052618    395      21  128254      -2.2243   -4.4409e-16      -2.2243
8514         1    6052358    6161253    299      44  128505     -0.86144   -2.2204e-16     -0.86144
26038        1    6161847    6240194    264      28  129155      -1.1242   -2.2204e-16      -1.1242
6146         1    6245080    6259679     33       6  130362     0.069707   -2.6368e-16     0.069707
388591       1    6266189    6281359     34       5  129316     -0.14295    -2.498e-16     -0.14295
23463        1    6281253    6296044     30       5  125741      -0.7217   -2.2204e-16      -0.7217
390992       1    6304252    6305638      4       1  118315      -0.5368   -2.2204e-16      -0.5368
387509       1    6307406    6321035     35       3  128449      -1.8928   -2.2204e-16      -1.8928
11332        1    6324332    6453826    406      24  128131     -0.63815   -2.2204e-16     -0.63815
54626        1    6475292    6484724     28       6  129914    -0.056214   -2.6368e-16    -0.056214
83715        1    6484836    6521004    103      11  129352    -0.018043   -2.6368e-16    -0.018043
8718         1    6520787    6527432     20       6  129893       1.9574   -2.2204e-16       1.9574
57449        1    6526152    6580121    136      23  129061       1.5498   -2.2204e-16       1.5498
79707        1    6581407    6614658     97       3  129994     -0.55443   -2.2204e-16     -0.55443
80835        1    6614987    6639817     51       8  117837      0.76602   -2.2204e-16      0.76602
3104         1    6640051    6649340     10       5  120609       2.9347   -4.4409e-16       2.9347
9903         1    6650784    6662958     30       9  127446        3.598   -4.4409e-16        3.598
148479       1    6673756    6684093     19       4  127012       3.2817   -4.4409e-16       3.2817
90326        1    6684925    6695646     31       6  127441       3.6239   -4.4409e-16       3.6239
55735        1    6694228    6761966    138      16  128314       4.2661             0       4.2661
23261        1    6845384    7829766   2671     200  127129      -1.2332   -2.2204e-16      -1.2332
9341         1    7831329    7841492     34       9  129100    -0.096922   -2.6368e-16    -0.096922
8863         1    7844413    7905241    215      26  129256     -0.63007   -2.2204e-16     -0.63007
10911        1    7907672    7913551     25       9  126390     -0.18536    -2.498e-16     -0.18536
3604         1    7975931    8003225     54       7  127928      -1.1667   -2.2204e-16      -1.1667
11315        1    8021714    8045342     50       8  128791     -0.78851   -2.2204e-16     -0.78851
54206        1    8071779    8086393     23       5  123742     -0.44782   -2.7756e-16     -0.44782
50651        1    8378171    8404227     79      12  128844       4.0983             0       4.0983
473          1    8412464    8877699    677      25  127309       3.3916   -4.4409e-16       3.3916
2023         1    8921059    8939151     25       5  128279       1.1059   -2.2204e-16       1.1059
765          1    9005893    9035151    122      25  126954      -1.9651   -2.2204e-16      -1.9651
155184       1    9063359    9086404     70      19  128275     -0.92673   -2.2204e-16     -0.92673
6518         1    9097005    9131763     94      13  128876      -1.2804   -2.2204e-16      -1.2804
80045        1    9163472    9189229     56       9  128536      0.81445   -2.2204e-16      0.81445
9563         1    9294822    9331396     98      17  128509     -0.45926   -2.7756e-16     -0.45926
80176        1    9335202    9429591    405      62  128263      0.17336    -2.498e-16      0.17336
84275        1    9599528    9642831     57       9  126654      -1.0556   -2.2204e-16      -1.0556
199953       1    9648932    9674935     36       6  127133      -1.5489   -2.2204e-16      -1.5489
5293         1    9711789    9789172    131      26  127848     -0.34773   -2.7756e-16     -0.34773
22883        1    9789079    9884550    119      14  126857     -0.75998   -2.2204e-16     -0.75998
56998        1    9908334    9970316     66      11  125247      -1.9197   -2.2204e-16      -1.9197
84328        1    9982168   10003460     41       8  126277      -1.4091   -2.2204e-16      -1.4091
64802        1   10003486   10045556     74      11  127955     -0.60225   -2.2204e-16     -0.60225
116362       1   10057255   10076078     36       4  128338     0.058449   -2.6368e-16     0.058449
10277        1   10093041   10241297    289      16  125121     -0.55625   -2.2204e-16     -0.55625
23095        1   10270606   10441664    525      16  127507      0.30609   -2.7756e-16      0.30609
5226         1   10458884   10480565     50       7  126598      0.47598   -2.7756e-16      0.47598
378708       1   10489944   10510239     49       7  127418     -0.84827   -2.2204e-16     -0.84827
100526739    1   10490159   10512060     51       7  127946     -0.86636   -2.2204e-16     -0.86636
1325         1   10509776   10512060      5       2  130147     0.071387   -2.6368e-16     0.071387
1676         1   10520588   10532613     12       2  130437      0.19364    -2.498e-16      0.19364
5195         1   10535003   10690815    359      26  127403      -1.5165   -2.2204e-16      -1.5165
54897        1   10696661   10856733    439      81  125293     -0.41857   -2.7756e-16     -0.41857
148345       1   11006530   11042094    123      16  129251      -1.6768   -2.2204e-16      -1.6768
23435        1   11072462   11085549     22       4  127607       2.0578   -4.4409e-16       2.0578
10747        1   11086580   11107296     55       8  126932      0.99771   -2.2204e-16      0.99771
6723         1   11114649   11120091      7       2  129035      0.33869   -2.7756e-16      0.33869
5394         1   11126675   11159961     92       6  127241     -0.63718   -2.2204e-16     -0.63718
2475         1   11166588   11322614    324      10  128207     -0.86176   -2.2204e-16     -0.86176
10218        1   11249346   11256038     14       2  125970      0.49344   -2.7756e-16      0.49344
29914        1   11333255   11348491     25       4  124960    -0.010987   -2.6194e-16    -0.010987
57540        1   11539295   11597640    146      14  128613       2.1774   -4.4409e-16       2.1774
26232        1   11707924   11714888     22      12  128310      -0.7031   -2.2204e-16      -0.7031
93611        1   11714432   11723384     23       7  130233      0.94522   -2.2204e-16      0.94522
26270        1   11724150   11734411     29       8  129171     -0.77194   -2.2204e-16     -0.77194
10459        1   11734537   11751678     66      13  128076     -0.42887   -2.7756e-16     -0.42887
374946       1   11751781   11780336     79      15  129810      0.96473   -2.2204e-16      0.96473
57085        1   11796142   11810828     38       8  128105     -0.33051   -2.7756e-16     -0.33051
284498       1   11823827   11849642    144      10  130452      0.52919   -2.2204e-16      0.52919
4524         1   11845787   11866160     75      10  130558       0.2668   -2.7756e-16       0.2668
1185         1   11866153   11903201    185      14  130251      0.10558   -2.6368e-16      0.10558
4878         1   11905766   11907840     11       4  130644      0.16272    -2.498e-16      0.16272
90231        1   11979645   11986485     21       6  127891      0.12935    -2.498e-16      0.12935
5351         1   11994724   12035599    114      12  125658     -0.40878   -2.7756e-16     -0.40878
9927         1   12040238   12073572     74       8  128539     -0.48851   -2.7756e-16     -0.48851
60672        1   12079299   12092106     22       5  129715     -0.43998   -2.7756e-16     -0.43998
943          1   12123434   12204264    209      41  128842       1.3181   -2.2204e-16       1.3181
7133         1   12227044   12269279    123      16  129557      -1.7103   -2.2204e-16      -1.7103
55187        1   12290101   12572099    363      32  126074     -0.13605    -2.498e-16     -0.13605
9249         1   12627939   12677820    168      31  129905      -2.5701   -4.4409e-16      -2.5701
343066       1   12704566   12727097     56       6  128318      0.15356    -2.498e-16      0.15356
126767       1   12776118   12788726     43       6  129679        0.979   -2.2204e-16        0.979
93190        1   12806163   12821102     44      10  127176       1.1863   -2.2204e-16       1.1863
390999       1   12834984   12838049      6       2  128849      0.89934   -2.2204e-16      0.89934
65121        1   12851546   12856777      7       3  129325      -0.4455   -2.7756e-16      -0.4455
440560       1   12884468   12891264     12       3  130644      -2.6526   -4.4409e-16      -2.6526
343069       1   12907261   12908578      3       1  130644     -0.30125   -2.7756e-16     -0.30125
65122        1   12916941   12921764     21       4  130591     -0.41162   -2.7756e-16     -0.41162
400735       1   12939033   12946025      2       1  130644     -0.41559   -2.7756e-16     -0.41559
440563       1   13182960   13184326      4       2  130284      0.35026   -2.7756e-16      0.35026
391003       1   13474053   13477569      1       1  130644       1.0399   -2.2204e-16       1.0399
126755       1   13801445   13840242    168      35  129503      0.83054   -2.2204e-16      0.83054
10630        1   13910252   13944452     96      23  130292      0.53048   -2.2204e-16      0.53048
7799         1   14026714   14151574    362      26  127548      0.34847   -2.7756e-16      0.34847
23254        1   14219646   15444544   4435     331  128705    -0.084418   -2.6368e-16    -0.084418
55092        1   15479028   15546974    350      26  129765      -2.4616   -4.4409e-16      -2.4616
727684       1   15490692   15498120     29       7  130508      -1.3407   -2.2204e-16      -1.3407
114827       1   15573730   15724767    464      56  124369     -0.20014    -2.498e-16     -0.20014
79180        1   15736391   15756839     60      17  125579      0.38135   -2.7756e-16      0.38135
11330        1   15764938   15773153     21       7  127487     -0.35596   -2.7756e-16     -0.35596
63036        1   15783223   15798586     56       8  129515      -2.8636   -4.4409e-16      -2.8636
51032        1   15802596   15817895     43       7  128165     -0.28924   -2.7756e-16     -0.28924
842          1   15817896   15851407    116       7  129567     -0.26714   -2.7756e-16     -0.26714
23341        1   15853343   15898228    106      10  129483     -0.72232   -2.2204e-16     -0.72232
79814        1   15898194   15911605     47       6  128543     -0.35035   -2.7756e-16     -0.35035
84301        1   15943953   15995539    106       6  129270      0.16861    -2.498e-16      0.16861
6248         1   15986364   15988217      3       2  127983     -0.34649   -2.7756e-16     -0.34649
23207        1   16010632   16061264    142      12  128871     0.017654   -2.6368e-16     0.017654
284723       1   16062721   16067884      6       3  129916      0.35908   -2.7756e-16      0.35908
388595       1   16068987   16074292     10       3  130087     -0.77278   -2.2204e-16     -0.77278
54751        1   16083107   16113089     63      10  130010     -0.78566   -2.2204e-16     -0.78566
440567       1   16133657   16134194      4       1  130644      -1.4151   -2.2204e-16      -1.4151
23013        1   16174359   16266951    136      16  130108     -0.36951   -2.7756e-16     -0.36951
7709         1   16268364   16302627     49      11  128758      -1.2456   -2.2204e-16      -1.2456
101928566    1   16302626   16323701     76      11  130479    -0.072491   -2.6368e-16    -0.072491
149563       1   16330731   16333184     12       4  130120     -0.28499   -2.7756e-16     -0.28499
27129        1   16340523   16346084     44       5  130638     -0.79778   -2.2204e-16     -0.79778
1187         1   16348486   16360548     61      10  129538      -1.4336   -2.2204e-16      -1.4336
1188         1   16370231   16383821    102      12  130431      -0.9125   -2.2204e-16      -0.9125
348487       1   16384264   16400127     51       6  130488     -0.56283   -2.2204e-16     -0.56283
1969         1   16450832   16482582     56      12  128615     -0.82858   -2.2204e-16     -0.82858
128272       1   16524599   16539104     45       5  128675    -0.091503   -2.6368e-16    -0.091503
101927546    1   16551343   16553528      7       1  130644      0.55915   -2.2204e-16      0.55915
79363        1   16558182   16563659     14       5  124276     -0.27733   -2.7756e-16     -0.27733
54455        1   16573339   16678965    218      13  128474      0.42182   -2.7756e-16      0.42182
26099        1   16693525   16724643     56       7  128366     -0.20873    -2.498e-16     -0.20873
374955       1   16722101   16763919    111      19  128330     -0.41076   -2.7756e-16     -0.41076
55707        1   16767167   16786585     40       9  129938      0.87305   -2.2204e-16      0.87305
55672        1   16888922   16940100      5       3  130550     -0.74119   -2.2204e-16     -0.74119
11223        1   17081129   17090975      1       1  130644     -0.33713   -2.7756e-16     -0.33713
9696         1   17248445   17299474    107      18  128962      0.33413   -2.7756e-16      0.33413
4237         1   17300997   17308081     14       4  129533      0.98802   -2.2204e-16      0.98802
23400        1   17312453   17338467     52      10  128199      0.26347   -2.7756e-16      0.26347
6390         1   17345217   17380665    118      12  129467      0.91713   -2.2204e-16      0.91713
11240        1   17393256   17445948    242      16  129510      0.78721   -2.2204e-16      0.78721
29943        1   17531621   17572501    163      42  129734      0.56066   -2.2204e-16      0.56066
51702        1   17575593   17610728    164      23  129426     -0.86122   -2.2204e-16     -0.86122
23569        1   17634690   17690495    275      24  128391      -1.0732   -2.2204e-16      -1.0732
353238       1   17698741   17728195    160      16  128404      0.40266   -2.7756e-16      0.40266
55920        1   17733251   17766250     69      10  128071     0.059033   -2.6368e-16     0.059033
55160        1   17846693   18024370    435      53  128203     -0.78268   -2.2204e-16     -0.78268
81569        1   18081808   18153558    208      24  127982       -1.761   -2.2204e-16       -1.761
84966        1   18434240   18704977    974     122  128782      0.93018   -2.2204e-16      0.93018
127707       1   18807424   18812540     26       6  130616      0.60352   -2.2204e-16      0.60352
5081         1   18957500   19075360    349      59  127472       0.7838   -2.2204e-16       0.7838
80834        1   19166093   19186155     97      18  128333      -2.5983   -4.4409e-16      -2.5983
8659         1   19197924   19229293    133      18  130341      -1.6843   -2.2204e-16      -1.6843
126917       1   19230774   19282826    154      28  128526     -0.83116   -2.2204e-16     -0.83116
23352        1   19401000   19536812    249      21  128518      -1.0981   -2.2204e-16      -1.0981
23065        1   19542158   19578053    102      13  129234     -0.45335   -2.7756e-16     -0.45335
51154        1   19578075   19586622     50       8  130356     -0.75498   -2.2204e-16     -0.75498
22977        1   19609057   19615280     23       4  130644      0.64979   -2.2204e-16      0.64979
8574         1   19629202   19638640     28      10  130160      0.66068   -2.2204e-16      0.66068
54896        1   19638740   19658925     89      12  129808       1.0684   -2.2204e-16       1.0684
832          1   19665267   19812066    507      21  129725      0.54969   -2.2204e-16      0.54969
440574       1   19923471   19956315     72      12  128367    -0.075316   -2.6368e-16    -0.075316
100532736    1   19923471   19984949    167      27  127890     0.092537   -2.6368e-16     0.092537
4681         1   19969723   19984949     50      14  127079    -0.055096   -2.6368e-16    -0.055096
3362         1   19991780   20006055     39       7  116800      0.51153   -2.2204e-16      0.51153
255104       1   20008706   20126424    401      49  126040      -2.2468   -4.4409e-16      -2.2468
54546        1   20140522   20141771      6       4  127653      -3.2598   -4.4409e-16      -3.2598
23252        1   20208356   20239438     74      14  130006      -2.3133   -4.4409e-16      -2.3133
30814        1   20246800   20250110     16       5  127578      0.31335   -2.7756e-16      0.31335
5320         1   20301924   20306932     13       5  129898     -0.76694   -2.2204e-16     -0.76694
5322         1   20386157   20418394    115      18  129097      -2.1855   -4.4409e-16      -2.1855
26279        1   20439143   20446059     22       9  128921      -1.2583   -2.2204e-16      -1.2583
64600        1   20465823   20476879     24      11  126909       1.1644   -2.2204e-16       1.1644
391013       1   20490484   20501687     37       8  128165      0.35142   -2.7756e-16      0.35142
127733       1   20512578   20522540      9       3  129789     -0.82797   -2.2204e-16     -0.82797
127731       1   20617412   20681662    238      29  129067       1.3892   -2.2204e-16       1.3892
55450        1   20808884   20812728      4       2  118977       1.0962   -2.2204e-16       1.0962
79594        1   20825941   20834674     24       8  129192       0.7682   -2.2204e-16       0.7682
163933       1   20878932   20881513      3       1  130644       1.6459   -2.2204e-16       1.6459
978          1   20915444   20945401    113      17  130257      -1.5254   -2.2204e-16      -1.5254
65018        1   20959948   20978004     69       9  130053     -0.68211   -2.2204e-16     -0.68211
1650         1   20978260   20988037     25       5  130247      -2.1552   -4.4409e-16      -2.1552
57576        1   20990475   21044317    203      43  129656      0.67603   -2.2204e-16      0.67603
400745       1   21046225   21059133     36       9  126109       1.6638   -2.2204e-16       1.6638
50809        1   21069170   21113808     92      15  124792       2.0327   -4.4409e-16       2.0327
8672         1   21132785   21503381    669      24  126237       1.3926   -2.2204e-16       1.3926
1889         1   21543740   21672034    334      34  129274       1.8103   -2.2204e-16       1.8103
84224        1   21766583   21811393    130      12  129601       -1.414   -2.2204e-16       -1.414
249          1   21835475   21904905    292      26  129451      -2.4174   -4.4409e-16      -2.4174
5909         1   21922708   21996010    256      34  128931     -0.63141   -2.2204e-16     -0.63141
84196        1   22004791   22109688    329      28  126893       1.5556   -2.2204e-16       1.5556
401944       1   22138758   22151714     40      15  130476     -0.79159   -2.2204e-16     -0.79159
3339         1   22148737   22263750    357      35  125119     -0.18969    -2.498e-16     -0.18969
23436        1   22303418   22315847     72      11  126200     -0.77316   -2.2204e-16     -0.77316
10136        1   22328149   22339035     35       8  124456    -0.016901   -2.6368e-16    -0.016901
998          1   22379120   22419439     91      14  128431      0.90307   -2.2204e-16      0.90307
54361        1   22443798   22470474     88      16  126602       1.7263   -2.2204e-16       1.7263
9923         1   22778344   22857650    137      16  126477      -1.0207   -2.2204e-16      -1.0207
2046         1   22890004   22930087    143      23  128608      -1.8718   -2.2204e-16      -1.8718
712          1   22963118   22966175      5       2  130644     -0.74888   -2.2204e-16     -0.74888
714          1   22969969   22974603     21       4  127518     -0.72011   -2.2204e-16     -0.72011
713          1   22979682   22988130     24       5  129669     -0.53735   -2.2204e-16     -0.53735
2048         1   23037263   23241823    446      54  128663      0.63376   -2.2204e-16      0.63376
646262       1   23279536   23299524     48      11  129838     -0.70985   -2.2204e-16     -0.70985
729059       1   23337327   23342343      9       3  130644      -1.2183   -2.2204e-16      -1.2183
23028        1   23345937   23410184     77      10  126366     -0.60212   -2.2204e-16     -0.60212
7798         1   23410516   23504301    165      19  127214     -0.89426   -2.2204e-16     -0.89426
3352         1   23518388   23521222      5       2  130644     -0.89074   -2.2204e-16     -0.89074
10236        1   23635953   23671143     32       6  128280       1.1343   -2.2204e-16       1.1343
80818        1   23685941   23696357     28       5  129900      0.70376   -2.2204e-16      0.70376
6920         1   23707555   23751269    116      18  128659     -0.66039   -2.2204e-16     -0.66039
55616        1   23755056   23810750    107      14  127995     -0.99495   -2.2204e-16     -0.99495
1870         1   23832920   23857712     47       7  127105     -0.15969    -2.498e-16     -0.15969
3399         1   23884421   23886285      9       4  125142      -1.1785   -2.2204e-16      -1.1785
6135         1   24018269   24022915      8       4  104286      -1.7768   -2.2204e-16      -1.7768
6924         1   24069856   24088549     17       6  125734      0.29266   -2.7756e-16      0.29266
57095        1   24104876   24114722      6       2  130140      0.69651   -2.2204e-16      0.69651
11313        1   24117275   24122029      3       1  130644       1.5142   -2.2204e-16       1.5142
2582         1   24122089   24127294      1       1  130644     -0.35155   -2.7756e-16     -0.35155
3155         1   24128367   24165110     41       4  129816     -0.47724   -2.7756e-16     -0.47724
2517         1   24171567   24194859     34       5  128310     -0.25239   -2.7756e-16     -0.25239
1269         1   24197005   24285549    187      13  129891     -0.69153   -2.2204e-16     -0.69153
55629        1   24286301   24289952      5       2  130644       -1.984   -2.2204e-16       -1.984
10772        1   24292935   24306953      5       2  128303      -2.2549   -4.4409e-16      -2.2549
127294       1   24382531   24438665    179      21  129149      -1.0536   -2.2204e-16      -1.0536
58985        1   24446261   24469783     65      13  128543     -0.80762   -2.2204e-16     -0.80762
163702       1   24480647   24513765    125      18  125176     0.036278   -2.6368e-16     0.036278
57822        1   24645812   24690972     91      20  127971      0.13247    -2.498e-16      0.13247
90529        1   24683489   24741587    149      16  128789      0.19199    -2.498e-16      0.19199
57185        1   24742245   24799473    161      15  129609      0.74608   -2.2204e-16      0.74608
11123        1   24828841   24863510     98      13  127303      0.26038   -2.7756e-16      0.26038
400746       1   24882567   24935819    211      27  130159     0.088706   -2.6368e-16     0.088706
10250        1   24969594   24999772     28       6  121389      0.72847   -2.2204e-16      0.72847
25932        1   25071760   25170815     90      10  127286     0.074475   -2.6368e-16     0.074475
864          1   25226002   25291648    130      26  128386     -0.41919   -2.7756e-16     -0.41919
25949        1   25548767   25559013      6       4  118334     0.059244   -2.6368e-16     0.059244
57035        1   25568740   25574010      5       3  129901     0.066826   -2.6368e-16     0.066826
6007         1   25598884   25656936     25       7  130328      0.96107   -2.2204e-16      0.96107
23585        1   25664789   25688852     27       7  127722     -0.49098   -2.7756e-16     -0.49098
6006         1   25687853   25747363     57       5  129263     -0.29452   -2.7756e-16     -0.29452
55219        1   25757388   25826700    102       4  129209     -0.69513   -2.2204e-16     -0.69513
26119        1   25870071   25895377     75      11  128503     -0.97508   -2.2204e-16     -0.97508
57134        1   25943959   26111258    276      23  127888     -0.94317   -2.2204e-16     -0.94317
57190        1   26126667   26144713     43       5  128266      -1.8384   -2.2204e-16      -1.8384
56181        1   26146397   26159433     30       3  128228      -1.3821   -2.2204e-16      -1.3821
79000        1   26158414   26185939     62       3  129185      -1.2537   -2.2204e-16      -1.2537
164091       1   26187975   26202461     12       4  123836     -0.53308   -2.2204e-16     -0.53308
3925         1   26210670   26233368     28       5  129250     -0.43304   -2.7756e-16     -0.43304
5051         1   26286258   26326366     84       7  129259     -0.24915    -2.498e-16     -0.24915
2134         1   26348266   26362955     22       7  129618     -0.89893   -2.2204e-16     -0.89893
7780         1   26364513   26373439     15       3  130094       -1.526   -2.2204e-16       -1.526
84676        1   26377792   26394142     40       5  128586      -1.0734   -2.2204e-16      -1.0734
149420       1   26437656   26452039     32       3  128731      -1.1051   -2.2204e-16      -1.1051
79927        1   26485511   26489119     10       4  126701    -0.079343   -2.6368e-16    -0.079343
51042        1   26496388   26497364      4       2  130644     -0.52052   -2.2204e-16     -0.52052
10256        1   26503981   26516375     26       7  125971       1.1887   -2.2204e-16       1.1887
378807       1   26517119   26529033     58       9  130276     -0.30745   -2.7756e-16     -0.30745
64793        1   26560644   26605529    137      12  129399       1.5462   -2.2204e-16       1.5462
83442        1   26606213   26608013      4       2  130644      0.63716   -2.2204e-16      0.63716
91544        1   26608773   26644756    122      10  130053        1.184   -2.2204e-16        1.184
1043         1   26644411   26647014     10       3  130644       1.2587   -2.2204e-16       1.2587
55057        1   26648350   26680621     94      13  128384      0.12956    -2.498e-16      0.12956
257101       1   26688125   26701023     46       9  130260     -0.26569   -2.7756e-16     -0.26569
79727        1   26737269   26756219     34      10  130442     -0.56951   -2.2204e-16     -0.56951
79947        1   26758773   26797797     58      14  128812     -0.89054   -2.2204e-16     -0.89054
3151         1   26798902   26803133      8       4  129374      -1.0017   -2.2204e-16      -1.0017
6195         1   26856249   26901520     92      12  129629     -0.48322   -2.7756e-16     -0.48322
101928728    1   27018623   27022896      9       3  127190       1.7399   -2.2204e-16       1.7399
8289         1   27022522   27108601    116       8  128665       1.5645   -2.2204e-16       1.5645
55650        1   27113739   27124894     15       4  125480       1.3197   -2.2204e-16       1.3197
84243        1   27153201   27184092     46       7  126703       1.2502   -2.2204e-16       1.2502
2810         1   27189633   27190947      1       1  130644     -0.37664   -2.7756e-16     -0.37664
54707        1   27205872   27216869     16       4  129471       1.3056   -2.2204e-16       1.3056
63906        1   27216979   27226962     12       5  128607       0.5284   -2.2204e-16       0.5284
