r.name	seqnames	start	end	width	strand	Length	gencodeID	ensemblID	gene_type	Symbol	EntrezID	exon_gencodeID	exon_libdID	Class	meanExprs	NumTx	gencodeTx	MGI_Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
e16256	chr1	23417249	23417390	142	-	142	ENSG00000204219.9	ENSG00000204219	protein_coding	TCEA3	6920	ENSE00003478049.1	e16256	InGen	4.91796895545143	4	ENST00000450454.6;ENST00000374601.7;ENST00000461794.1;ENST00000374602.2	TCEA3	0.367325867329647	-0.651811686725502	3.87994797574958	0.000277240751793335	0.0886312798959416	0.324459730561601
e16283	chr1	23417345	23417390	46	-	46	ENSG00000204219.9	ENSG00000204219	protein_coding	TCEA3	6920	ENSE00001882927.1	e16283	InGen	9.04268267783895	1	ENST00000492271.1	TCEA3	0.407183940048259	-1.41282624388277	4.03645145291046	0.000166285514243826	0.0744648040441152	0.765987170631644
e22150	chr1	31585753	31585876	124	+	124	ENSG00000142910.15	ENSG00000142910	protein_coding	TINAGL1	64129	ENSE00003500839.1	e22150	InGen	2.75627062786292	4	ENST00000457433.6;ENST00000271064.11;ENST00000537531.2;ENST00000498429.5	TINAGL1	0.594617685823263	-1.68959284423663	3.83255378182783	0.000323046677153602	0.093702976286249	0.169945845257316
e22152	chr1	31586839	31587682	844	+	844	ENSG00000142910.15	ENSG00000142910	protein_coding	TINAGL1	64129	ENSE00002233303.2	e22152	InGen	0.709666186347099	2	ENST00000457433.6;ENST00000537531.2	TINAGL1	0.612979569401187	-1.02110546329399	4.34961372255605	5.82122665640817e-05	0.0516308050831426	1.71674596437468
e22164	chr1	31586839	31587686	848	+	848	ENSG00000142910.15	ENSG00000142910	protein_coding	TINAGL1	64129	ENSE00003462189.1	e22164	InGen	0.706318704336028	2	ENST00000271064.11;ENST00000463112.1	TINAGL1	0.612979569401187	-1.02110546329399	4.34961372255605	5.82122665640817e-05	0.0516308050831426	1.71674596437468
e22183	chr1	31585440	31586755	1316	+	1316	ENSG00000142910.15	ENSG00000142910	protein_coding	TINAGL1	64129	ENSE00001937983.1	e22183	InGen	0.565461944122583	1	ENST00000481165.5	TINAGL1	0.530392246063439	-0.548932792197707	3.86098291936517	0.000294766158077308	0.091257804280206	0.266461575790058
e22184	chr1	31586839	31587684	846	+	846	ENSG00000142910.15	ENSG00000142910	protein_coding	TINAGL1	64129	ENSE00001839714.1	e22184	InGen	0.707988488507035	1	ENST00000481165.5	TINAGL1	0.612979569401187	-1.02110546329399	4.34961372255605	5.82122665640817e-05	0.0516308050831426	1.71674596437468
e22219	chr1	31585753	31586442	690	+	690	ENSG00000142910.15	ENSG00000142910	protein_coding	TINAGL1	64129	ENSE00001861890.1	e22219	InGen	0.699361529299109	1	ENST00000480586.1	TINAGL1	0.57722334491405	-1.20276756279657	3.92610897226207	0.000238673505769148	0.0834304298843035	0.459399704472867
e22627	chr1	31689461	31689567	107	-	107	ENSG00000084636.17	ENSG00000084636	protein_coding	COL16A1	1307	ENSE00001811809.1	e22627	InGen	1.04212293488413	1	ENST00000482478.5	COL16A1	-0.766224989238535	-3.42908731806894	-4.4822627567944	3.69545133084639e-05	0.0440673301676682	1.32492930847985
e24052	chr1	32769673	32769786	114	+	114	ENSG00000162522.10	ENSG00000162522	protein_coding	KIAA1522	57648	ENSE00002173436.1	e24052	InGen	2.66034453662405	3	ENST00000401073.6;ENST00000373481.7;ENST00000373480.1	KIAA1522	0.490392791538066	-2.04376104879996	4.09354263966628	0.000137679934660557	0.069611868284405	0.837158853384351
e29486	chr1	41011658	41012565	908	+	908	ENSG00000171793.13	ENSG00000171793	protein_coding	CTPS1	1503	ENSE00001458238.4	e29486	InGen	1.83274601473792	1	ENST00000372621.8	CTPS1	0.268480139159245	0.689636827737824	4.30147275882874	6.85542376462682e-05	0.0548546412044604	1.53525129950704
e29516	chr1	41011658	41011779	122	+	122	ENSG00000171793.13	ENSG00000171793	protein_coding	CTPS1	1503	ENSE00001458225.1	e29516	InGen	2.44886156519188	1	ENST00000372616.1	CTPS1	0.428189683021834	-1.83746653851727	3.79656922130146	0.000362595991707522	0.0977003051786204	0.058958344145009
e29553	chr1	41011658	41011754	97	+	97	ENSG00000171793.13	ENSG00000171793	protein_coding	CTPS1	1503	ENSE00001919407.1	e29553	InGen	2.77187396053824	1	ENST00000498694.1	CTPS1	0.432322045252108	-2.01007167281677	3.87670418802778	0.000280165507274894	0.0892813434392041	0.255105869522322
e30459	chr1	42958634	42959173	540	-	540	ENSG00000117394.19	ENSG00000117394	protein_coding	SLC2A1	6513	ENSE00003764341.1	e30459	InGen	4.3315598926233	1	ENST00000426263.7	SLC2A1	0.495604348040669	0.914621350878268	4.19078978623848	9.95512916592714e-05	0.0632225752959562	1.17794280736672
e30469	chr1	42958634	42958848	215	-	215	ENSG00000117394.19	ENSG00000117394	protein_coding	SLC2A1	6513	ENSE00001939836.2	e30469	InGen	10.7905784997067	1	ENST00000630287.2	SLC2A1	0.498453931071107	0.899826095729078	4.19111522239434	9.94427679858542e-05	0.0632225752959562	1.17995149905959
e30481	chr1	42926796	42926978	183	-	183	ENSG00000117394.19	ENSG00000117394	protein_coding	SLC2A1	6513	ENSE00001840157.1	e30481	InGen	8.39825649847137	1	ENST00000475162.3	SLC2A1	0.4078305873881	0.472267304509634	4.04241388948838	0.000163048448597045	0.0743413354824506	0.748192392906086
e30488	chr1	42958634	42958859	226	-	226	ENSG00000117394.19	ENSG00000117394	protein_coding	SLC2A1	6513	ENSE00003506827.1	e30488	InGen	10.2667002245668	2	ENST00000625233.2;ENST00000460369.2	SLC2A1	0.498201661997453	0.900028193778209	4.19015393326184	9.97636617769474e-05	0.0632225752959562	1.17695002512248
e30492	chr1	42958634	42958836	203	-	203	ENSG00000117394.19	ENSG00000117394	protein_coding	SLC2A1	6513	ENSE00003657137.2	e30492	InGen	11.4246668910689	1	ENST00000372500.4	SLC2A1	0.501411816815551	0.899076400808363	4.20819517575293	9.39052307801275e-05	0.0621826359395824	1.23317722364139
e30495	chr1	42958634	42958868	235	-	235	ENSG00000117394.19	ENSG00000117394	protein_coding	SLC2A1	6513	ENSE00001457959.3	e30495	InGen	9.87660532612382	2	ENST00000415851.6;ENST00000630821.1	SLC2A1	0.498774461187679	0.900319306933213	4.19932305165787	9.67432924285465e-05	0.0628302748914358	1.20546462402339
e30498	chr1	42958634	42958870	237	-	237	ENSG00000117394.19	ENSG00000117394	protein_coding	SLC2A1	6513	ENSE00003769457.1	e30498	InGen	9.79400183124546	1	ENST00000628173.1	SLC2A1	0.499154000111071	0.900510517180583	4.2040441666882	9.52228838115608e-05	0.0621826359395824	1.2201524323504
e33391	chr1	45326905	45328533	1629	+	1629	ENSG00000186603.5	ENSG00000186603	protein_coding	HPDL	84842	ENSE00001339073.6	e33391	InGen	0.301910595164993	1	ENST00000334815.4	HPDL	-0.698129921360394	-1.17226520484354	-4.77302073999539	1.34037618777392e-05	0.0390879414164104	2.98745079252433
e33745	chr1	45341073	45341215	143	+	143	ENSG00000132773.11	ENSG00000132773	protein_coding	TOE1	114034	ENSE00003472555.1	e33745	InGen	1.64622954406771	4	ENST00000372090.5;ENST00000477731.5;ENST00000471337.5;ENST00000495703.5	TOE1	-0.37703694866248	-2.1805395597155	-3.77939390030788	0.000383073291026224	0.0980508125738695	-0.00588315340764733
e34894	chr1	46412143	46412251	109	+	109	ENSG00000117480.15	ENSG00000117480	protein_coding	FAAH	2166	ENSE00003477195.1	e34894	InGen	14.5660297555331	2	ENST00000243167.8;ENST00000484697.5	FAAH	-0.29354876134291	0.621181578190016	-3.77435035147308	0.000389294262633772	0.0982671798114321	-0.0590064080558577
e42538	chr1	64675401	64675561	161	+	161	ENSG00000158966.13	ENSG00000158966	protein_coding	CACHD1	57685	ENSE00003673419.1	e42538	InGen	12.6906058200717	3	ENST00000290039.5;ENST00000495994.5;ENST00000470527.1	CACHD1	-0.318604407408693	0.956715512997973	-3.85712797508663	0.000298456494057174	0.091257804280206	0.158439243195039
e43641	chr1	67329587	67329729	143	+	143	ENSG00000081985.10	ENSG00000081985	protein_coding	IL12RB2	3595	ENSE00003780343.1	e43641	InGen	1.36908375056596	5	ENST00000262345.5;ENST00000541374.5;ENST00000544434.5;ENST00000371000.5;ENST00000441640.3	IL12RB2	-0.842643457777618	-2.85759346121993	-4.03566420805446	0.000166717528170321	0.0744901436956489	0.4880226282385
e43642	chr1	67330660	67330810	151	+	151	ENSG00000081985.10	ENSG00000081985	protein_coding	IL12RB2	3595	ENSE00003778869.1	e43642	InGen	1.40275756499222	5	ENST00000262345.5;ENST00000541374.5;ENST00000544434.5;ENST00000371000.5;ENST00000441640.3	IL12RB2	-0.936735384286495	-2.81988132473741	-4.29315354639372	7.05137399213363e-05	0.0555003840374227	1.2106174403657
e43643	chr1	67338624	67338703	80	+	80	ENSG00000081985.10	ENSG00000081985	protein_coding	IL12RB2	3595	ENSE00003776645.1	e43643	InGen	1.78411095093664	4	ENST00000262345.5;ENST00000541374.5;ENST00000544434.5;ENST00000371000.5	IL12RB2	-1.06480788304209	-3.48245260231192	-3.96191433795591	0.000212371579791626	0.0810310996867769	0.00846611583661439
e43644	chr1	67350870	67351089	220	+	220	ENSG00000081985.10	ENSG00000081985	protein_coding	IL12RB2	3595	ENSE00003778639.1	e43644	InGen	0.797231710833945	4	ENST00000262345.5;ENST00000541374.5;ENST00000544434.5;ENST00000371000.5	IL12RB2	-1.18898572429788	-3.30581941613991	-4.12605050188863	0.000123582964121099	0.0674452097228859	0.472600995775372
e43700	chr1	67338624	67338750	127	+	127	ENSG00000081985.10	ENSG00000081985	protein_coding	IL12RB2	3595	ENSE00001695735.1	e43700	InGen	1.15175709981753	1	ENST00000441640.3	IL12RB2	-1.09376297232696	-3.4579449267312	-4.02880856384921	0.000170525779073965	0.0750682824547717	0.177737519278313
e45940	chr1	77810861	77811781	921	-	921	ENSG00000219201.4	ENSG00000219201	processed_pseudogene	RP11-181C21.4	NA	ENSE00001615548.1	e45940	InGen	2.18875667079102	1	ENST00000427577.1	RP11-181C21.4	0.239560225822258	1.01498778658628	3.79360729015102	0.000366050743209929	0.0978096670666041	-0.0343234174770606
e46020	chr1	77946530	77948333	1804	-	1804	ENSG00000162613.16	ENSG00000162613	protein_coding	FUBP1	8880	ENSE00001884127.1	e46020	InGen	2.96883947339893	1	ENST00000489495.5	FUBP1	0.246013029150436	2.38624413453163	5.00724441656443	5.82673179633937e-06	0.0305914158311316	3.7744893983892
e46298	chr1	78889764	78891216	1453	-	1453	ENSG00000162618.12	ENSG00000162618	protein_coding	ADGRL4	64123	ENSE00001453511.1	e46298	InGen	0.715656486075537	1	ENST00000370742.3	ADGRL4	0.381535462284892	-0.141670865786054	3.99325549493519	0.000191661668185644	0.0786386280685747	0.635573309163258
e49366	chr1	92063055	92063536	482	+	482	ENSG00000172031.6	ENSG00000172031	protein_coding	EPHX4	253152	ENSE00001246410.6	e49366	InGen	0.856156474159918	1	ENST00000370383.4	EPHX4	0.587784117007759	-1.55622341400208	3.95036167034152	0.000220536705758569	0.0816535435495511	0.51819532275992
e50479	chr1	94203100	94203210	111	-	111	ENSG00000137962.12	ENSG00000137962	protein_coding	ARHGAP29	9411	ENSE00001180174.1	e50479	InGen	5.60899729500569	3	ENST00000552844.5;ENST00000260526.10;ENST00000370217.3	ARHGAP29	0.300115244243042	-0.739875956910804	4.09495614610258	0.000137035871973697	0.069611868284405	0.95648069610391
e50480	chr1	94202918	94202998	81	-	81	ENSG00000137962.12	ENSG00000137962	protein_coding	ARHGAP29	9411	ENSE00001180170.1	e50480	InGen	6.2263835963116	3	ENST00000552844.5;ENST00000260526.10;ENST00000370217.3	ARHGAP29	0.331031013590742	-1.04420859910638	3.78253391899653	0.000379248528798834	0.0978119576471055	0.0550570193784061
e50483	chr1	94189926	94190083	158	-	158	ENSG00000137962.12	ENSG00000137962	protein_coding	ARHGAP29	9411	ENSE00000932145.1	e50483	InGen	4.58528733823334	2	ENST00000552844.5;ENST00000260526.10	ARHGAP29	0.36967473391983	-0.513894398389722	4.17705002882908	0.000104239294736774	0.0637504640452776	1.20078429293185
e50489	chr1	94184151	94184288	138	-	138	ENSG00000137962.12	ENSG00000137962	protein_coding	ARHGAP29	9411	ENSE00003666360.1	e50489	InGen	4.14180195811128	3	ENST00000552844.5;ENST00000260526.10;ENST00000482481.1	ARHGAP29	0.356664167774855	-0.868639936702062	4.07669701451076	0.000145584520556135	0.07179577941428	0.901934414256846
e56667	chr1	111996427	111998842	2416	+	2416	ENSG00000231437.3	ENSG00000231437	lincRNA	RP11-88H9.2	NA	ENSE00001603946.1	e56667	InGen	0.226223564856495	1	ENST00000438293.1	RP11-88H9.2	0.431216898777785	-0.952522663910767	3.90124253539631	0.000258757381920535	0.0856638296413806	0.391337015966936
e59808	chr1	119741767	119741897	131	+	131	ENSG00000092621.11	ENSG00000092621	protein_coding	PHGDH	26227	ENSE00003494365.1	e59808	InGen	30.581164278949	3	ENST00000369409.8;ENST00000369407.3;ENST00000482968.1	PHGDH	-0.288502803157165	1.93742852253167	-3.76180002157255	0.000405197940485597	0.0989580778223942	-0.191662078840977
e61345	chr1	145738868	145746997	8130	-	8130	ENSG00000265491.4	ENSG00000265491	protein_coding	RNF115	27246	ENSE00003739724.1	e61345	InGen	2.70624572769607	1	ENST00000582693.4	RNF115	0.183623115385174	4.44406325988521	3.88130479055988	0.000276026114801675	0.0884250774775716	0.0397764914926366
e61639	chr1	145919013	145919569	557	+	557	ENSG00000211451.11	ENSG00000211451	unitary_pseudogene	GNRHR2	114814	ENSE00003601169.1	e61639	InGen	0.727969578337652	1	ENST00000604273.1	GNRHR2	0.367819759136225	-1.37913310914708	4.0186811981817	0.000176305526597172	0.0760106044513035	0.715637440793181
e62537	chr1	147224895	147225309	415	-	415	ENSG00000131781.12	ENSG00000131781	protein_coding	FMO5	2330	ENSE00001829017.1	e62537	InGen	0.558197145511403	1	ENST00000369272.7	FMO5	0.55639296641502	-2.31855996074079	3.77195566999865	0.000392281809131588	0.0982671798114321	-0.103024246340665
e62544	chr1	147224895	147225628	734	-	734	ENSG00000131781.12	ENSG00000131781	protein_coding	FMO5	2330	ENSE00001513967.3	e62544	InGen	0.378005562925614	1	ENST00000619062.1	FMO5	0.515216634657949	-2.024606316569	3.83160468363691	0.000324034412143231	0.0937779786117442	0.109940079952552
e72265	chr1	155325243	155325672	430	+	430	ENSG00000160753.15	ENSG00000160753	protein_coding	RUSC1	23623	ENSE00001927704.1	e72265	InGen	4.01936442367485	1	ENST00000473331.1	RUSC1	0.223231656612994	0.651055583147892	3.79502568977823	0.000364392419399074	0.0978096670666041	-0.00407985212826212
e79223	chr1	161626145	161626402	258	-	258	ENSG00000162747.9	ENSG00000162747	protein_coding	NA	2215	ENSE00002379007.1	e79223	InGen	0.401154018696629	5	ENST00000367964.6;ENST00000613418.4;ENST00000294800.7;ENST00000531221.5;ENST00000421702.2	FCGR3B	1.15353936221052	-3.59955330307696	4.81120979885784	1.17121639369568e-05	0.0390879414164104	1.86432945712751
e79224	chr1	161623196	161624639	1444	-	1444	ENSG00000162747.9	ENSG00000162747	protein_coding	NA	2215	ENSE00001446007.1	e79224	InGen	0.212148411579804	1	ENST00000367964.6	FCGR3B	1.51583100347939	-2.32454325536966	6.10838965753035	1.00926409326336e-07	0.0119951037484351	6.62875371844332
e79229	chr1	161623200	161624639	1440	-	1440	ENSG00000162747.9	ENSG00000162747	protein_coding	NA	2215	ENSE00001270482.5	e79229	InGen	0.212737712723081	3	ENST00000613418.4;ENST00000614870.4;ENST00000294800.7	FCGR3B	1.51583100347939	-2.32454325536966	6.10838965753035	1.00926409326336e-07	0.0119951037484351	6.62875371844332
e79243	chr1	161623990	161624639	650	-	650	ENSG00000162747.9	ENSG00000162747	protein_coding	NA	2215	ENSE00002157707.1	e79243	InGen	0.281660860246942	1	ENST00000531221.5	FCGR3B	1.45853715951033	-3.01829607387865	6.25490181406899	5.81396648965556e-08	0.0119951037484351	6.28766430423808
e79248	chr1	161624223	161624639	417	-	417	ENSG00000162747.9	ENSG00000162747	protein_coding	NA	2215	ENSE00001660715.1	e79248	InGen	0.324069358472169	1	ENST00000421702.2	FCGR3B	1.41601914269174	-3.40433220133081	5.91127007326133	2.11276492841124e-07	0.0150661267045006	4.79854953192472
e79744	chr1	163073456	163073494	39	+	39	ENSG00000117152.13	ENSG00000117152	protein_coding	NA	5999	ENSE00002183434.1	e79744	InGen	37.6983168439723	1	ENST00000527393.5	RGS4	0.631175790362745	-0.105803932880027	3.83028924245572	0.000325408202775947	0.0938194065736058	0.149128788659459
e79755	chr1	163069361	163069408	48	+	48	ENSG00000117152.13	ENSG00000117152	protein_coding	NA	5999	ENSE00002180872.1	e79755	InGen	20.2827031776745	1	ENST00000527809.5	RGS4	0.690086339145807	-0.977166774762353	4.29749627070017	6.94841676103471e-05	0.0551772382215351	1.56393027855274
e84941	chr1	179343590	179343635	46	+	46	ENSG00000057252.12	ENSG00000057252	protein_coding	NA	6646	ENSE00001068529.1	e84941	InGen	7.99361132008306	3	ENST00000539888.5;ENST00000540564.5;ENST00000367619.7	SOAT1	0.436834568694851	-1.51734240301489	5.0004966833069	5.96935368255235e-06	0.0307234752400682	3.639991581024
e85160	chr1	179586705	179589175	2471	+	2471	ENSG00000227141.2	ENSG00000227141	processed_pseudogene	NA	NA	ENSE00001754051.2	e85160	InGen	0.0826575657827105	1	ENST00000427215.2	RP11-545A16.3	-0.641220608496925	-2.49984541761315	-3.81431536335875	0.000342543627280495	0.0954746490708676	-0.00489261626073301
e85369	chr1	179986169	179986254	86	+	86	ENSG00000135837.15	ENSG00000135837	protein_coding	NA	9857	ENSE00001510509.1	e85369	InGen	10.5476725662906	1	ENST00000367607.7	CEP350	0.243562489003698	-0.173793657422592	3.79728675514486	0.000361763792750041	0.0976433613209896	0.0635704333184712
e85407	chr1	179986181	179986254	74	+	74	ENSG00000135837.15	ENSG00000135837	protein_coding	NA	9857	ENSE00002284341.1	e85407	InGen	11.9338755543912	1	ENST00000491495.2	CEP350	0.249626028063219	-0.213914420886732	3.93408511105889	0.000232555716373602	0.0822687856164934	0.465661836886881
e85411	chr1	179986182	179986254	73	+	73	ENSG00000135837.15	ENSG00000135837	protein_coding	NA	9857	ENSE00001445150.2	e85411	InGen	12.0656540707078	1	ENST00000357434.2	CEP350	0.250847012214202	-0.218155581542413	3.95169408196486	0.000219579776621983	0.0815420191289742	0.517882868026537
e87404	chr1	185292384	185294372	1989	-	1989	ENSG00000279838.1	ENSG00000279838	TEC	NA	NA	ENSE00003755370.1	e87404	InGen	0.193973309767561	1	ENST00000623474.1	RP4-635A23.6	0.48236372743232	-1.4989769968742	3.93490577113629	0.00023193490153044	0.0822687856164934	0.461004216591324
e88174	chr1	193016103	193016395	293	-	293	ENSG00000116750.13	ENSG00000116750	protein_coding	NA	51377	ENSE00000869821.5	e88174	InGen	7.11718118623123	1	ENST00000367450.7	UCHL5	0.211553030325041	1.02721634493536	3.79984004598694	0.000358817319887178	0.0974111688507054	-0.017232424464388
e89448	chr1	200409561	200409723	163	-	163	ENSG00000162702.7	ENSG00000162702	protein_coding	NA	23528	ENSE00001444300.1	e89448	InGen	1.27604554507129	1	ENST00000367352.3	ZNF281	0.386082760707106	-2.50136165886705	3.81439137041152	0.000342460077791543	0.0954746490708676	0.0137005915021398
